
"Reference number","2024-00214464"
"Entity number","0455986409"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m02-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","DOLCE LA HULPE"
"Entity address street","Chaussée de Bruxelles"
"Entity address number","135"
"Entity postal code","1310"
"Entity city","La Hulpe"
"Entity country","Belgique"
"General assembly date","2024-05-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"1100/10","4598213"
"1213","64.2"
"1212","16"
"1211","52"
"10032P","61"
"3403","0"
"3","164016"
"3402","0"
"3401","0"
"3413","0"
"3412","0"
"3411","0"
"3431","39"
"1011","232684"
"100P","6208432"
"8052P","60220"
"3423","11.7"
"1003","171.6"
"3422","1"
"1002","17"
"3421","11"
"1001","157"
"10031P","101"
"10231P","4601276"
"2111","25"
"1022","782360"
"1021","8597562"
"2103","23.5"
"3433","40.5"
"2102","2"
"1013","252662"
"3432","2"
"2101","22"
"1012","19978"
"10232P","2778988"
"2122","0"
"1033","72527.76"
"2121","0"
"2113","25.8"
"2112","1"
"1023","9379922"
"609","-5946"
"2133","1"
"2132","0"
"2131","1"
"8251P","9000000"
"2123","0"
"617","2082501"
"170/4","7852920"
"1053","171.6"
"1052","18"
"1051","158"
"620","7322972"
"621","1713971"
"623","342979"
"8912","7852920"
"630","2380061"
"65/66B","1396571"
"10011","107"
"10012","50"
"640","474114"
"10022","15"
"10021","2"
"664/7","51080"
"650","1297118"
"10231","5866967"
"10232","3512955"
"440/4","2827804"
"1023P","7380264"
"66A","51080"
"91611","30881386.65"
"640/8","475074"
"10211","5774924"
"10212","2822638"
"3053","52.2"
"3052","3"
"3051","50"
"10222","690317"
"10221","92043"
"450","70262"
"211","8550"
"91621","20368693"
"285/8","178172"
"492/3","1495359"
"600/8","2981716"
"12132","0"
"12131","8"
"75/76B","60607"
"12133","8"
"8321","11088311"
"8322","20311332"
"8325","2468183"
"8323","8548914"
"8324","452340"
"12112","6"
"12111","21"
"12113","25.5"
"8583","878108"
"12121","22"
"22/27","30881386"
"12123","29.7"
"12122","10"
"10/49","33899081"
"20/58","33899081"
"290","100000"
"8593","866131"
"10/11","10806645"
"10/15","3772064"
"8122","51670"
"12101","1"
"285/8P","173192"
"12103","1"
"12102","0"
"9461","530799"
"54/58","298463"
"1501","39"
"1511","78236"
"8166","71532"
"8163","192231"
"8162","470235"
"1521","2082501"
"490/1","147744"
"1303","4"
"1302","0"
"1301","4"
"8192","24330604"
"8193","9059118"
"8191","25841560"
"8196","71532"
"8194","452340"
"8195","3995312"
"1323","94.8"
"1322","1"
"1321","94"
"40/41","2120750"
"1341","60"
"454/9","1667418"
"1333","0"
"1332","0"
"1331","0"
"9073","212287"
"9076","571107"
"9077","1096311"
"1103","149.8"
"1102","17"
"1343","72.8"
"1101","137"
"1342","17"
"8195P","3995312"
"1121","0"
"9087","171.6"
"9088","252662"
"9086","176"
"1113","20.8"
"1112","1"
"1111","20"
"1132","0"
"1131","1"
"9098","78236"
"9097","39"
"1123","0"
"1122","0"
"1133","1"
"670/3","80449"
"10132P","87160"
"3101","30"
"10131P","145052"
"3112","0"
"3111","20"
"3103","32.2"
"3102","3"
"10332P","127418"
"450/3","282549"
"3123","0"
"3122","0"
"3121","0"
"750","4279"
"3113","20"
"10132","91898"
"8802","7852920"
"10131","160764"
"8801","11019663"
"1013P","232212"
"3133","0"
"3132","0"
"3131","0"
"9903","1461698"
"8812","7852920"
"9901","2797662"
"9906","-17909079"
"9904","1381249"
"9905","1381249"
"42/48","20730738"
"2053","50.3"
"2052","3"
"2051","48"
"641/8","960"
"10112","73633"
"10111","159051"
"10331P","210970"
"8841","11019663"
"652/9","99453"
"10121","1713"
"10122","18265"
"8192P","23860369"
"70/76A","27087886"
"10332","26339.32"
"10331","46188.44"
"30/36","164016"
"29/58","2830973"
"8191P","25841560"
"1033P","338388"
"91712","2500000"
"17/49","30079017"
"8633","-6997"
"430/8","1358483"
"8194P","452340"
"8193P","8866887"
"100","6208432"
"12031","10"
"12033","10.6"
"12032","1"
"8322P","18994241"
"164/5","48000"
"10","6208432"
"11","4598213"
"12","7062721"
"13","2899454"
"14","-17909079"
"15","912323"
"16","48000"
"17","7852920"
"9505","24471"
"8321P","10374485"
"21","8550"
"22","23753249"
"23","4019272"
"24","510204"
"26","2527129"
"27","71532"
"12011","59"
"28","178172"
"29","100000"
"60/66A","24290224"
"133","2899454"
"12013","59.8"
"12012","1"
"8324P","452340"
"34","164016"
"12022","0"
"12021","26"
"12023","26"
"8323P","8363384"
"40","2004515"
"41","116235"
"42","11019663"
"43","1358483"
"44","2827804"
"45","1949967"
"46","3574821"
"14P","-19290328"
"12002","0"
"12001","11"
"60","2975770"
"12003","11"
"61","9028317"
"62","9379922"
"8325P","2310216"
"65","1396571"
"66","51080"
"21/28","31068108"
"10031","107.6"
"170","7852920"
"10032","64"
"70","26415935"
"74","671951"
"75","60607"
"752/9","56328"
"1003P","162"
"8255","1000000"
"8251","9000000"
"160/5","48000"
"9351","7852000"
"9125","51107"
"8275","157967"
"8273","185530"
"8271","713826"
"9361","7852000"
"8272","1317091"
"8255P","1000000"
"8122P","46023"
"9135","6187"
"9134","80449"
"9137","74262"
"9146","3991212"
"9147","1040631.08"
"9145","2409550"
"9142","7154945"
"9141","7154945"
"8052","60220"
"8072","5647"
"284/8","178172"
"1203","107.4"
"1202","2"
"1201","106"
"67/77","80449"
