
"Reference number","2023-20558075"
"Entity number","0401381149"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LES COCCINELLES"
"Entity address street","Rue de Buzin"
"Entity address number","23"
"Entity postal code","6900"
"Entity city","Marche-en-Famenne"
"Entity country","Belgique"
"General assembly date","2022-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","667611.88"
"492/3","2037.09"
"454/9","1908.46"
"1213","1"
"1333","2"
"1211","1"
"1331","2"
"164/5","2250"
"10","62000"
"13","1343549.87"
"14","89246.8"
"16","24226.46"
"3","69884.51"
"1103","1"
"1101","1"
"5821","2"
"5822","34"
"5823","976.67"
"22","14108.23"
"23","1716.93"
"24","55822.05"
"26","113314.24"
"12011","2"
"28","610905"
"75/76B","14389.96"
"130","6200"
"132","68349.87"
"133","1269000"
"1113","2"
"1111","2"
"12013","2"
"5831","1"
"5832","17"
"5833","488.33"
"6921","38000"
"8309","99600"
"37","69884.51"
"1011","2680"
"694/7","24000"
"1003","3"
"1001","3"
"130/1","6200"
"40","199852.32"
"41","467759.56"
"44","1449.11"
"45","47183.16"
"1021","76882.2"
"14P","88956.87"
"791/2","24000"
"1013","2680"
"8329","142876.01"
"12111","1"
"12113","1"
"22/27","184961.45"
"168","21976.46"
"1023","76882.2"
"8199P","312739.58"
"62","76882.2"
"10/49","1603505.41"
"65","573.81"
"21/28","795866.45"
"20/58","1603505.41"
"10/11","62000"
"10/15","1494796.67"
"75","14389.96"
"1003P","2.3"
"1053","3"
"1051","3"
"8395P","630905"
"8375","20000"
"450/3","45274.7"
"54/58","61825.3"
"630","36653.56"
"65/66B","573.81"
"160/5","2250"
"691/2","38000"
"8329P","205822.45"
"1013P","2496"
"9903","99697.46"
"9900","200519.1"
"9901","85881.31"
"9906","127246.8"
"9904","73073.53"
"9905","38289.93"
"42/48","82445.19"
"8279","36653.56"
"2053","2"
"2051","2"
"8395","610905"
"440/4","1449.11"
"8169","114697.88"
"47/48","33812.92"
"780","3784.51"
"789","9466.4"
"1023P","62878.07"
"8179","99600"
"640/8","1102.03"
"50/53","5198.25"
"490/1","3119.02"
"3053","2"
"3051","2"
"680","14750"
"29/58","807638.96"
"689","44250"
"17/49","84482.28"
"8199","327837.46"
"694","24000"
"100","62000"
"1203","2"
"1323","1"
"1201","2"
"1321","1"
"67/77","15658.44"
