
"Reference number","2022-20431154"
"Entity number","0431953173"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","DE MEDICI"
"Entity address street","Potterierei"
"Entity address number","15"
"Entity postal code","8000"
"Entity city","Brugge"
"Entity country","België"
"General assembly date","2022-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","62092.56"
"1341","11"
"1213","7.3"
"1212","4"
"1211","4"
"10","11224474.26"
"12","2596506.04"
"14","-8878167.59"
"17","1087289.99"
"3","23199.75"
"1103","19.1"
"1102","5"
"1343","12.7"
"1101","15"
"1342","2"
"22","5491882.07"
"23","230400.96"
"24","492018.59"
"28","2156.81"
"75/76B","242.39"
"9087","19.1"
"1113","1"
"1111","1"
"1011","11565"
"1003","19.1"
"1002","5.5"
"1001","14.6"
"8129P","5832.77"
"40","61160.39"
"41","932.17"
"42","232761.40"
"44","212663.13"
"45","98050.30"
"1022","122319.60"
"1021","396475.93"
"14P","-8607557.15"
"1013","15133"
"1012","3568"
"8329","11143045.27"
"22/27","6214301.62"
"1023","518795.53"
"12002","1"
"12001","12"
"8199P","14744288.29"
"12003","12.8"
"62","518795.53"
"10/49","6619375.97"
"65","18197.10"
"21/28","6216458.43"
"20/58","6619375.97"
"10/11","11224474.26"
"10/15","4942812.71"
"75","242.39"
"170/4","1087289.99"
"1003P","21.1"
"1053","20.1"
"1052","5"
"1051","16"
"8395P","2156.81"
"8912","993687.66"
"12101","4"
"8913","93602.33"
"12103","7.3"
"12102","4"
"8259","2596506.04"
"450/3","98050.30"
"54/58","293440.82"
"630","392881.44"
"65/66B","18197.10"
"8129","5832.77"
"8059P","5832.77"
"8329P","10750163.83"
"1013P","16110"
"9903","-270610.44"
"9900","692685.16"
"9901","-252655.73"
"9906","-8878167.59"
"9904","-270610.44"
"9905","-270610.44"
"42/48","589273.27"
"8279","392881.44"
"2053","2.2"
"2052","2"
"8395","2156.81"
"2051","2"
"440/4","212663.13"
"8169","16552.56"
"47/48","45798.44"
"1023P","517679.52"
"172/3","1087289.99"
"8059","5832.77"
"640/8","33663.92"
"50/53","23.78"
"490/1","24160.63"
"3053","1.2"
"3052","2"
"3051","1"
"29/58","402917.54"
"30/36","23199.75"
"17/49","1676563.26"
"8199","14760840.85"
"8259P","2596506.04"
"100","11224474.26"
"1203","12.8"
"1323","7.4"
"1202","1"
"1322","3"
"1201","12"
"1321","5"
