
"Reference number","2025-00407308"
"Entity number","0406362989"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Le Maisières"
"Entity address street","Faubourg de Mignault(R)"
"Entity address number","17"
"Entity postal code","7070"
"Entity city","Le Roeulx"
"Entity country","Belgique"
"General assembly date","2025-06-12"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","1772.25"
"1100/10","43694.61"
"10","62000"
"11","43694.61"
"13","389446.32"
"14","123.33"
"3","30699.6"
"21","100000"
"22","125000"
"28","11949.99"
"130","150000"
"132","216837.44"
"130/1","172608.88"
"8129P","800000"
"41","1772.25"
"44","1369.3"
"14P","2274.68"
"791/2","110000"
"22/27","125000"
"8199P","125000"
"62","-322.92"
"10/49","501937.81"
"66","3774.91"
"21/28","236949.99"
"20/58","501937.81"
"10/11","105694.61"
"10/15","495264.26"
"8395P","11949.99"
"54/58","232515.97"
"630","100000"
"65/66B","174.91"
"8129","900000"
"8059P","1000000"
"9903","-112151.35"
"9900","-7886.23"
"9901","-111976.44"
"9906","-109876.67"
"9904","-112151.35"
"9905","-112151.35"
"42/48","6673.55"
"8395","11949.99"
"440/4","1369.30"
"47/48","5304.25"
"66A","3600"
"66B","174.91"
"8059","1000000"
"640/8","813.13"
"30/36","30699.60"
"29/58","264987.82"
"8079","100000"
"17/49","6673.55"
"8199","125000"
"1311","22608.88"
"100","62000"
