
"Reference number","2024-00332016"
"Entity number","0477036991"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","HOREA"
"Entity address street","Rue Jean-Baptiste Stouffs"
"Entity address number","20"
"Entity address box","4"
"Entity postal code","1330"
"Entity city","Rixensart"
"Entity country","Belgique"
"General assembly date","2024-06-18"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","3680.74"
"110","18550"
"12","1021791.14"
"14","-187212.81"
"17","35768.01"
"22","920749.52"
"23","3593.52"
"26","768.64"
"40","3680.74"
"42","12840.79"
"44","854.91"
"45","5791.86"
"14P","-158497.87"
"8329","979224.47"
"22/27","925111.68"
"8199P","1904336.15"
"10/49","938402.67"
"65","1622.33"
"21/28","925111.68"
"20/58","938402.67"
"10/11","18550"
"10/15","853128.33"
"170/4","35768.01"
"8912","35768.01"
"450/3","5791.86"
"54/58","5518.25"
"630","59163.45"
"65/66B","1622.33"
"8329P","920061.02"
"9903","-22020.01"
"9900","43844.76"
"9901","-20397.68"
"9906","-187212.81"
"9904","-28714.94"
"9905","-28714.94"
"42/48","49506.33"
"8279","59163.45"
"440/4","854.91"
"47/48","30018.77"
"172/3","35768.01"
"640/8","5078.99"
"490/1","4092"
"29/58","13290.99"
"17/49","85274.34"
"8199","1904336.15"
"67/77","6694.93"
