
"Reference number","2024-00209979"
"Entity number","0428530657"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","AN DER STUFF"
"Entity address street","La Roche Percée"
"Entity address number","1"
"Entity postal code","6630"
"Entity city","Martelange"
"Entity country","Belgique"
"General assembly date","2024-06-25"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","196332.04"
"9500","195600.75"
"492/3","1917.38"
"454/9","4286.23"
"9062","240578.05"
"110","18592.01"
"1213","0.5"
"1212","1"
"8455P","0"
"8525","0"
"13","142438.58"
"14","-5757.14"
"15","14815.5"
"16","4938.5"
"17","258256.85"
"3","9179.95"
"1103","0.9"
"1102","2"
"22","308818.38"
"23","48023.81"
"24","590.12"
"28","12.39"
"8555","0"
"75/76B","2296.57"
"9087","0.9"
"133","142438.58"
"12013","0.4"
"12012","1"
"1011","0"
"1003","0.9"
"1002","2"
"1001","0"
"41","196332.04"
"42","41826.57"
"43","53811.64"
"44","31817.03"
"45","7816.95"
"8455","0"
"1022","36979.32"
"1021","0"
"14P","-10890.98"
"1013","1506"
"1012","1506"
"12112","1"
"8329","869853.26"
"12113","0.5"
"22/27","357432.31"
"168","4938.5"
"1023","36979.32"
"8199P","1221742.83"
"62","36979.32"
"10/49","570473.87"
"8555P","0"
"65","13628.41"
"21/28","357444.7"
"20/58","570473.87"
"10/11","18592.01"
"10/15","170088.95"
"75","2296.57"
"170/4","258256.85"
"1003P","0.9"
"1053","0.9"
"1052","2"
"1051","0"
"8395P","12.39"
"8912","114332"
"8913","143924.85"
"450/3","3530.72"
"54/58","4791.38"
"630","28147.96"
"65/66B","13628.41"
"6502","0"
"8922","240578.05"
"8329P","841705.3"
"1013P","1599"
"9903","5209.64"
"9900","89971.46"
"9901","16541.48"
"9906","-5757.14"
"9904","5133.84"
"9905","5133.84"
"42/48","135272.19"
"91711","30000"
"8279","28147.96"
"8395","12.39"
"892","240578.05"
"440/4","31817.03"
"8169","5542.74"
"780","705.5"
"1023P","36527.63"
"172/3","258256.85"
"8525P","0"
"91611","308818.38"
"640/8","8302.7"
"490/1","2725.8"
"30/36","9179.95"
"29/58","213029.17"
"17/49","395446.42"
"8199","1227285.57"
"430/8","53811.64"
"91621","432000"
"1203","0.4"
"1323","0.9"
"1202","1"
"1322","2"
"902","0"
"67/77","781.3"
