
"Reference number","2024-00494839"
"Entity number","0541626026"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Harmony"
"Entity address street","V. Van Mechelenlaan(Heide)"
"Entity address number","21"
"Entity postal code","2920"
"Entity city","Kalmthout"
"Entity country","België"
"General assembly date","2024-09-13"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","4364.10"
"454/9","619.86"
"10","18550"
"14","-174547.83"
"17","233375"
"23","10406.88"
"24","10273.03"
"26","141845.19"
"28","1675"
"8309","23131.56"
"1011","1968"
"1003","0.9"
"1001","0.9"
"40","1968.02"
"41","2396.08"
"44","4340.87"
"45","619.86"
"46","30660.29"
"1021","31399.85"
"14P","-99406.95"
"1013","1968"
"8329","206215.72"
"22/27","162525.10"
"1023","31399.85"
"8199P","391872.38"
"62","31532.21"
"10/49","170000.40"
"65","1400.19"
"21/28","164200.1"
"20/58","170000.4"
"10/11","18550"
"10/15","-155997.83"
"170/4","233375"
"1003P","1.1"
"8395P","1675"
"54/58","1436.2"
"630","46718.78"
"65/66B","1400.19"
"8329P","182628.50"
"1013P","2312"
"9903","-75140.88"
"9900","5310.36"
"9901","-73740.69"
"9906","-174547.83"
"9904","-75140.88"
"9905","-75140.88"
"42/48","92623.23"
"8279","46718.78"
"8395","1675"
"440/4","4340.87"
"47/48","57002.21"
"1023P","34461.96"
"8179","23131.56"
"640/8","800.06"
"29/58","5800.3"
"17/49","325998.23"
"8199","368740.82"
"174/0","233375"
"100","18550"
