
"Reference number","2022-20446124"
"Entity number","0421132131"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Hostelia"
"Entity address street","Rue Keyenveld"
"Entity address number","56"
"Entity postal code","1050"
"Entity city","Ixelles"
"Entity country","Belgique"
"General assembly date","2022-05-03"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","1259"
"111","18592"
"13","1859"
"14","-26795"
"130/1","1859"
"41","1259"
"44","143"
"14P","-28270"
"10/49","4851"
"65","151"
"20/58","4851"
"70","14991"
"10/11","18592"
"10/15","-6344"
"54/58","3592"
"65/66B","151"
"9903","1475"
"9900","1626"
"9901","1626"
"9906","-26795"
"9904","1475"
"9905","1475"
"60/61","13365"
"42/48","11195"
"440/4","143"
"47/48","11052"
"29/58","4851"
"17/49","11195"
"1311","1859"
