
"Reference number","2022-20084420"
"Entity number","0436788129"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","ADET - HOTEL"
"Entity address street","Naamsestraat"
"Entity address number","20"
"Entity postal code","3000"
"Entity city","Leuven"
"Entity country","België"
"General assembly date","2022-05-26"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","4325"
"492/3","281"
"454/9","5252"
"111","18592"
"1213","0.4"
"1212","1"
"13","1859"
"14","-43806"
"3","10027"
"1103","1.0"
"1101","1"
"23","48939"
"24","4297"
"12011","2"
"28","600"
"75/76B","274"
"1113","1.4"
"1112","1"
"1111","1"
"12013","2.0"
"8309","16172"
"1011","1384"
"1003","2.2"
"1002","1.5"
"1001","1.5"
"130/1","1859"
"41","4325"
"44","5077"
"45","5252"
"1022","12291"
"1021","27263"
"14P","-30769"
"1013","2087"
"1012","703"
"12112","1"
"8329","127993"
"12113","0.4"
"22/27","53236"
"1023","39554"
"8199P","177879"
"62","39554"
"10/49","80332"
"65","5376"
"21/28","53836"
"20/58","80332"
"10/11","18592"
"10/15","-23355"
"75","274"
"8365","600"
"1003P","1.3"
"1053","2.4"
"1052","1"
"1051","2"
"8395P","372"
"8375","372"
"54/58","7144"
"630","10394"
"65/66B","5376"
"8329P","133771"
"1013P","347"
"9903","-13037"
"9900","42814"
"9901","-7935"
"9906","-43806"
"9904","-13037"
"9905","-13037"
"42/48","103406"
"8279","10394"
"2053","4.7"
"2052","6"
"2051","2"
"8395","600"
"440/4","5077"
"8169","19521"
"47/48","93077"
"1023P","6631"
"8179","16171"
"640/8","801"
"490/1","5000"
"3053","3.3"
"3052","5"
"3051","1"
"30/36","10027"
"29/58","26496"
"17/49","103687"
"8199","181229"
"1311","1859"
"1203","2.0"
"1323","2.4"
"1322","1"
"1201","2"
"1321","2"
