
"Reference number","2022-20030825"
"Entity number","0671581181"
"Accounting period start date","2021-07-01"
"Accounting period end date","2021-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Hotels by C"
"Entity address street","Avenue de Tervueren"
"Entity address number","242a"
"Entity postal code","1150"
"Entity city","Woluwe-Saint-Pierre"
"Entity country","Belgique"
"General assembly date","2022-05-11"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","426629.73"
"492/3","425475"
"1100/10","6999600"
"10","6000400"
"11","6999600"
"14","-1190305.5"
"17","16500000"
"22","25961337.5"
"40","426629.73"
"44","194043.8"
"45","33379.93"
"14P","-1200870.46"
"8329","1857863.97"
"22/27","25961337.5"
"8199P","27819201.47"
"10/49","28962593.23"
"65","98757.99"
"21/28","25961337.5"
"20/58","28962593.23"
"10/11","13000000"
"10/15","11809694.5"
"170/4","16500000"
"8913","16500000"
"450/3","33379.93"
"54/58","976733.91"
"630","394418.94"
"65/66B","98757.99"
"8329P","1463445.03"
"9903","10564.96"
"9900","631031.4"
"9901","109322.95"
"9906","-1190305.5"
"9904","10564.96"
"9905","10564.96"
"42/48","227423.73"
"8279","394418.94"
"440/4","194043.8"
"172/3","16500000"
"640/8","127289.51"
"490/1","1597892.09"
"29/58","3001255.73"
"17/49","17152898.73"
"8199","27819201.47"
"100","6000400"
