
"Reference number","2022-20168743"
"Entity number","0671676795"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","WESS"
"Entity address street","Luitberg"
"Entity address number","1"
"Entity postal code","1853"
"Entity city","Strombeek-Bever"
"Entity country","België"
"General assembly date","2022-06-25"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","136789.38"
"492/3","146504.65"
"1341","4"
"454/9","49816.03"
"111","200000"
"1213","5"
"1212","2"
"1211","4"
"13","1115.08"
"14","-240886.61"
"17","30000"
"3","3000"
"1103","8"
"1102","2"
"1343","5"
"1101","7"
"1342","2"
"20","617.01"
"23","11718.82"
"24","3076.37"
"26","140403.77"
"12011","4"
"75/76B","729756.48"
"9087","8.5"
"1113","1"
"1112","0"
"1111","1"
"12013","4"
"1011","7157"
"1003","8.5"
"1002","2.5"
"1001","7.2"
"130/1","1115.08"
"40","125558.83"
"41","11230.55"
"44","105869.23"
"45","77484.11"
"46","0"
"1022","22902.56"
"1021","195665"
"14P","-268183.05"
"1013","8256"
"1012","1099"
"12112","2"
"8329","99378.12"
"12111","4"
"12113","5"
"22/27","155198.96"
"1023","218567.56"
"8199P","208459.77"
"62","218567.56"
"10/49","354500.84"
"65","24028.53"
"21/28","155198.96"
"20/58","354500.84"
"10/11","200000"
"10/15","-39771.53"
"75","578.42"
"76","729178.06"
"170/4","30000"
"1003P","8.3"
"1053","9"
"1052","2"
"1051","8"
"8912","30000"
"450/3","27668.08"
"54/58","13421.52"
"630","29008.31"
"65/66B","24028.53"
"6502","10"
"8329P","72837.84"
"1013P","6059"
"9903","34721.06"
"9900","-273040.29"
"9901","-671006.89"
"9906","-240886.61"
"9904","27296.44"
"9905","27296.44"
"42/48","217767.72"
"76B","729178.06"
"8279","26540.28"
"2053","4.9"
"2052","1"
"2051","4"
"440/4","105869.23"
"8169","46117.31"
"47/48","34414.38"
"1023P","220284"
"640/8","150390.73"
"490/1","45473.97"
"3053","2.5"
"3052","1"
"3051","2"
"30/36","3000"
"29/58","198684.87"
"17/49","394272.37"
"8199","254577.08"
"1319","1115.08"
"174/0","30000"
"1203","4"
"1323","4"
"1202","0"
"1322","0"
"1201","4"
"1321","4"
"67/77","7424.62"
