
"Reference number","2025-00257436"
"Entity number","0406137218"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Holiday Inns of Belgium"
"Entity address street","Robert Schumanplein"
"Entity address number","11"
"Entity postal code","1040"
"Entity city","Etterbeek"
"Entity country","België"
"General assembly date","2025-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","9435556.43"
"12031","1"
"12033","1"
"492/3","26858.26"
"12032","0"
"1341","5"
"454/9","359632.51"
"1213","0"
"1333","0"
"1212","0"
"1332","0"
"1211","0"
"1331","0"
"10","750000"
"13","75000"
"14","8101189.23"
"1103","5"
"1102","0"
"1343","5"
"1101","5"
"1342","0"
"12132","0"
"12011","3"
"12131","0"
"1121","0"
"75/76B","339887.9"
"9087","5"
"130","75000"
"1113","0"
"1112","0"
"1111","0"
"12013","3"
"12133","0"
"12012","0"
"12022","0"
"12021","1"
"1132","0"
"1011","8492"
"1131","0"
"1003","5"
"1123","0"
"1002","0"
"1122","0"
"1001","5"
"12023","1"
"130/1","75000"
"40","92265.97"
"41","9343290.46"
"44","3573.97"
"45","521138.73"
"1022","0"
"1021","1230530.07"
"14P","7732925.99"
"1013","8493"
"1133","0"
"1012","0"
"12112","0"
"12111","0"
"12113","0"
"12121","0"
"1023","1230530.07"
"12123","0"
"12002","0"
"12122","0"
"12001","0"
"12003","0"
"62","1230530.07"
"10/49","9508494.39"
"65","1112.26"
"20/58","9508494.39"
"10/11","750000"
"10/15","8926189.23"
"75","339887.9"
"1003P","5"
"631/4","-127.25"
"1053","5"
"1052","0"
"1051","5"
"12101","0"
"12103","0"
"12102","0"
"450/3","161506.22"
"54/58","72937.96"
"65/66B","1112.26"
"6502","0"
"1013P","8498"
"9903","511878.29"
"9900","1403505.47"
"9901","173102.65"
"9906","8101189.23"
"9904","368263.24"
"9905","368263.24"
"42/48","555446.9"
"2053","1"
"2052","0"
"2051","1"
"440/4","3573.97"
"47/48","30734.2"
"1023P","1039046.05"
"490/1","0"
"3053","1"
"3052","0"
"3051","1"
"29/58","9508494.39"
"1303","0"
"1302","0"
"1301","0"
"17/49","582305.16"
"100","750000"
"1203","5"
"1323","0"
"1202","0"
"1322","0"
"1201","5"
"1321","0"
"67/77","143615.05"
