
"Reference number","2025-00384317"
"Entity number","0473067614"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","PROSA"
"Entity address street","Aalterbaan"
"Entity address number","183"
"Entity address box","A"
"Entity postal code","9990"
"Entity city","Maldegem"
"Entity country","België"
"General assembly date","2025-06-13"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","202257.31"
"492/3","15844.13"
"454/9","743.32"
"110","18600"
"13","75413.79"
"17","1446176.53"
"3","1807.9"
"21","93005.46"
"22","1456751.92"
"23","27707.23"
"24","66526.27"
"26","4249.64"
"29","150000"
"75/76B","6018.9"
"9087","0.1"
"133","75413.79"
"6921","0"
"1011","0"
"1003","0.1"
"1002","0.2"
"1001","0"
"8129P","0"
"40","27728.98"
"41","174528.33"
"42","110615.33"
"43","787.68"
"44","82402.14"
"45","1996.45"
"1022","1877.05"
"1021","0"
"791/2","28898.43"
"1013","80"
"1012","80"
"8329","1147441.43"
"22/27","1555235.06"
"1023","1877.05"
"8199P","2430502.93"
"62","1877.05"
"10/49","2014412.93"
"65","70846.11"
"21/28","1648240.52"
"20/58","2014412.93"
"291","150000"
"10/11","18600"
"10/15","94013.79"
"75","6018.9"
"170/4","1446176.53"
"1003P","0"
"8912","400714.03"
"8913","1045462.5"
"8259","0"
"450/3","1253.13"
"54/58","6432.11"
"630","138705.46"
"65/66B","70846.11"
"6502","0"
"8129","6994.54"
"8059P","0"
"691/2","0"
"8329P","1015730.51"
"8029","100000"
"1013P","0"
"9903","-23409.3"
"9900","193438.24"
"9901","41417.91"
"9906","-28898.43"
"9904","-28898.43"
"9905","-28898.43"
"42/48","458378.48"
"8279","131710.92"
"2053","0.5"
"2052","1"
"892","0"
"440/4","82402.14"
"8169","272173.56"
"47/48","262576.88"
"1023P","0"
"172/3","1387176.53"
"8059","100000"
"640/8","11437.82"
"490/1","5675.09"
"3053","0.5"
"3052","1"
"30/36","1807.9"
"29/58","366172.41"
"8079","6994.54"
"17/49","1920399.14"
"8199","2702676.49"
"430/8","787.68"
"8259P","0"
"174/0","59000"
"902","0"
"67/77","5489.13"
