
"Reference number","2022-20153638"
"Entity number","0506725327"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","HOTELLIGEN"
"Entity address street","Rue Evariste Pierron"
"Entity address number","1"
"Entity postal code","1080"
"Entity city","Molenbeek-Saint-Jean"
"Entity country","Belgique"
"General assembly date","2022-06-01"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","16889.91"
"1341","4"
"454/9","23987.66"
"1213","3"
"1211","3"
"10","62000"
"13","259.57"
"14","4931.77"
"1103","4"
"1343","4"
"1101","4"
"23","426.02"
"24","5139.81"
"26","7984.36"
"12011","1"
"28","3771.44"
"75/76B","164.55"
"130","259.57"
"1113","5"
"1112","7"
"12013","1"
"6920","259.57"
"1011","160"
"1003","4.4"
"1002","0.6"
"1001","4"
"130/1","259.57"
"8129P","10748.23"
"40","16889.91"
"44","44147.95"
"45","24754.4"
"46","3323.65"
"1022","7428.75"
"1021","33842.09"
"14P","-54611.07"
"1013","566"
"1012","406"
"8329","66507.61"
"12111","3"
"12113","3"
"22/27","13550.19"
"1023","41270.84"
"12002","7"
"12003","5"
"8199P","74057.8"
"62","41270.84"
"10/49","140857.34"
"65","6917.54"
"21/28","17321.63"
"20/58","140857.34"
"10/11","62000"
"10/15","67191.34"
"75","164.55"
"1003P","6"
"1053","9"
"1052","7"
"1051","4"
"8395P","3771.44"
"450/3","766.74"
"54/58","103937.91"
"630","8728.29"
"65/66B","6917.54"
"8129","10748.23"
"8059P","10748.23"
"691/2","259.57"
"8329P","57779.32"
"1013P","2391"
"9903","59947.59"
"9900","128503.57"
"9901","66700.58"
"9906","5191.34"
"9904","59802.41"
"9905","59802.41"
"42/48","73666"
"8279","8728.29"
"2053","5"
"2052","7"
"8395","3771.44"
"440/4","44147.95"
"8169","6000"
"47/48","1440"
"1023P","73159.53"
"66A","7124.68"
"8059","10748.23"
"640/8","4679.18"
"490/1","2707.89"
"3053","5"
"3052","7"
"29/58","123535.71"
"17/49","73666"
"8199","80057.8"
"100","62000"
"1203","6"
"1323","5"
"1202","7"
"1322","7"
"1201","1"
"67/77","145.18"
