
"Reference number","2022-20273846"
"Entity number","0471845810"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Antwerp Biljart Palace"
"Entity address street","Klein Waterstraat"
"Entity address number","53"
"Entity postal code","2970"
"Entity city","Schilde"
"Entity country","België"
"General assembly date","2022-05-14"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","73485.75"
"454/9","12109.92"
"1213","0.9"
"1212","1"
"11","20000"
"13","32000"
"14","80772.47"
"17","9220.64"
"1103","2.5"
"1102","3"
"1343","2.5"
"1342","3"
"23","17706.81"
"24","5808.22"
"26","12904.01"
"28","504.23"
"75/76B","190.84"
"133","30000"
"12013","1.6"
"12012","2"
"8309","34665.66"
"1011","800"
"1003","2.9"
"1002","3.2"
"1001","0.2"
"130/1","2000"
"40","22085.75"
"41","51400"
"42","11617.88"
"44","52716.62"
"45","18086.79"
"1022","73133.73"
"1021","18283.43"
"14P","17160.62"
"1013","4067"
"1012","3267"
"12112","1"
"8329","7602.64"
"12113","0.9"
"22/27","36419.04"
"1023","91417.16"
"8199P","54289.76"
"62","91417.16"
"10/49","271872.66"
"65","1012.86"
"21/28","36923.27"
"20/58","271872.66"
"10/11","20000"
"10/15","132772.47"
"75","190.84"
"170/4","9220.64"
"1003P","3.3"
"1053","2.5"
"1052","3"
"8395P","504.23"
"450/3","5976.87"
"54/58","156870.65"
"630","4573.7"
"65/66B","1012.86"
"8329P","37694.6"
"1013P","2864"
"9903","63831.54"
"9900","173899.74"
"9901","64653.56"
"9906","80772.47"
"9904","63611.85"
"9905","63611.85"
"42/48","129879.55"
"76A","1000"
"8279","4573.7"
"2053","152.4"
"2052","48"
"2051","113"
"8395","504.23"
"440/4","52716.62"
"8169","24397.58"
"47/48","47458.26"
"1023P","70102.03"
"8179","34665.66"
"640/8","13255.32"
"490/1","4592.99"
"1109/19","20000"
"3053","152.4"
"3052","48"
"3051","113"
"29/58","234949.39"
"17/49","139100.19"
"8199","44021.68"
"1311","2000"
"174/0","9220.64"
"1203","1.6"
"1202","2"
"67/77","219.69"
