
"Reference number","2023-00316626"
"Entity number","0643825325"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","COME ON WEB"
"Entity address street","Avenue de la Terrienne(L)"
"Entity address number","28"
"Entity postal code","6220"
"Entity city","Fleurus"
"Entity country","Belgique"
"General assembly date","2023-06-15"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","534"
"111","6207"
"14","-2605"
"20","900"
"41","534"
"44","558"
"14P","-1207"
"10/49","4160"
"65","36"
"20/58","4160"
"10/11","6207"
"10/15","3602"
"54/58","2726"
"630","225"
"65/66B","36"
"9903","-1398"
"9900","-635"
"9901","-1362"
"9906","-2605"
"9904","-1398"
"9905","-1398"
"42/48","558"
"440/4","558"
"640/8","502"
"29/58","3260"
"17/49","558"
