
"Reference number","2023-00007359"
"Entity number","0474445113"
"Accounting period start date","2021-07-01"
"Accounting period end date","2022-06-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","PIET ORIS"
"Entity address street","Dorpsstraat"
"Entity address number","19"
"Entity postal code","3720"
"Entity city","Kortessem"
"Entity country","België"
"General assembly date","2022-12-02"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","4336.98"
"492/3","1166.15"
"454/9","1096.01"
"111","18600"
"1213","0.7"
"1212","1"
"1211","0"
"13","286797.64"
"14","318.01"
"17","16602.56"
"22","371175.27"
"23","11711.37"
"24","41.16"
"75/76B","21.23"
"132","64596.64"
"133","220341"
"1113","0.7"
"1112","1"
"6921","30245"
"1003","1.1"
"1002","2.2"
"130/1","1860"
"40","4169.08"
"41","167.9"
"42","22426.92"
"44","3673.09"
"45","7381.73"
"46","460"
"1022","15237.14"
"14P","317.9"
"1013","1036"
"1012","1036"
"8329","275809.85"
"22/27","382927.8"
"1023","15237.14"
"8199P","641130.71"
"62","15237.14"
"10/49","418336.76"
"65","2978.23"
"21/28","382927.8"
"20/58","418336.76"
"10/11","18600"
"10/15","305715.65"
"75","21.23"
"170/4","16602.56"
"1003P","0.9"
"1053","0.7"
"1052","1"
"1051","0"
"12103","0.7"
"12102","1"
"450/3","6285.72"
"54/58","25126.65"
"630","19336.54"
"65/66B","2978.23"
"691/2","30245"
"8329P","256473.31"
"1013P","909"
"9903","37714.6"
"9900","77222.49"
"9901","40671.6"
"9906","30563.01"
"9904","27285.11"
"9905","30245.11"
"42/48","94852.4"
"8279","19336.54"
"2053","12.1"
"2052","22"
"440/4","3673.09"
"8169","17606.94"
"47/48","60910.66"
"789","2960"
"1023P","12859.21"
"640/8","1977.21"
"490/1","5945.33"
"3053","12.1"
"3052","22"
"29/58","35408.96"
"17/49","112621.11"
"8199","658737.65"
"1311","1860"
"174/0","16602.56"
"1323","0.7"
"1322","1"
"67/77","10429.49"
