
"Reference number","2022-20251122"
"Entity number","0424907510"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","New Park"
"Entity address street","Marie-Joséplein"
"Entity address number","3"
"Entity postal code","8400"
"Entity city","Oostende"
"Entity country","België"
"General assembly date","2022-04-04"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","295.81"
"492/3","850"
"454/9","7488.49"
"58032","335"
"111","18600"
"1213","2.2"
"1212","3"
"1211","0"
"5813","525"
"13","682817.64"
"14","291694.22"
"1103","3.3"
"1102","4"
"1343","0.9"
"1342","1"
"22","107538"
"23","29847.35"
"24","4500.13"
"12011","1"
"75/76B","90173.14"
"9087","4.9"
"133","631907.64"
"1113","1.3"
"1112","1"
"1111","1"
"1011","1999"
"1003","4.9"
"1002","5.3"
"1001","0.8"
"130/1","50910"
"41","295.81"
"44","45551.58"
"45","28174.71"
"46","1544.34"
"1022","119499.31"
"1021","44558.69"
"14P","65488.72"
"1013","7360"
"1012","5361"
"8329","335756.44"
"22/27","141885.48"
"1023","164058"
"12002","2"
"12003","1.4"
"8199P","477641.92"
"62","164591.77"
"10/49","1097185.83"
"65","935.12"
"66","3008.63"
"21/28","141885.48"
"20/58","1097185.83"
"10/11","18600"
"10/15","993111.86"
"75","90173.14"
"76","0"
"1003P","5.1"
"1053","4.6"
"1052","5"
"1051","1"
"8912","0"
"8913","0"
"12103","2.2"
"12102","3"
"450/3","20686.22"
"54/58","472301.59"
"630","10144.86"
"65/66B","935.12"
"6502","0"
"8329P","325611.58"
"1013P","6168"
"9903","289568.87"
"9900","417795.97"
"9901","200330.85"
"9906","291694.22"
"9904","226205.5"
"9905","226205.5"
"42/48","103223.97"
"76A","0"
"8279","10144.86"
"2053","15.7"
"2052","2"
"2051","15"
"440/4","45551.58"
"8722","0"
"47/48","27953.34"
"1023P","129362"
"66A","3008.63"
"8732","0"
"640/8","39719.86"
"50/53","480431.93"
"490/1","2271.02"
"3053","14"
"3052","2"
"3051","13"
"29/58","955300.35"
"17/49","104073.97"
"8199","477641.92"
"58132","525"
"1311","50910"
"1203","1.4"
"1323","3.8"
"1202","2"
"1322","4"
"1201","1"
"1321","1"
"67/77","63363.37"
"5803","335"
