
"Reference number","2025-00406762"
"Entity number","0450946862"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","NEWQUAY PROPERTIES"
"Entity address street","Avenue Louise"
"Entity address number","212"
"Entity postal code","1050"
"Entity city","Ixelles"
"Entity country","Belgique"
"General assembly date","2025-05-16"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","20761.38"
"1341","4"
"454/9","90684.21"
"1213","3.9"
"1212","15"
"8455P","0"
"8525","0"
"10","2000000"
"12","8080521.10"
"14","-5629877.48"
"17","4885299.03"
"1103","5.0"
"1102","2"
"1343","6.6"
"1101","4"
"1342","8"
"21","18136.72"
"22","9799463.18"
"23","241.94"
"24","112058.44"
"12011","1"
"28","1115.51"
"8555","0"
"75/76B","362.08"
"9087","6.8"
"1113","3.7"
"1112","16"
"12013","1.8"
"12012","3"
"1011","5964"
"1003","6.8"
"1002","12.6"
"1001","3.5"
"8129P","1848.42"
"40","17823.94"
"41","2937.44"
"42","244700.97"
"44","107527.2"
"45","93705.78"
"8455","0"
"1022","151357.11"
"1021","199749"
"14P","-5484537.79"
"1013","12633"
"1012","6669"
"12112","13"
"8329","7980300.24"
"12113","2.9"
"22/27","9911763.56"
"1023","351106.11"
"8219","5980000.00"
"12001","3"
"12003","3"
"8199P","10788382.58"
"62","351106.11"
"10/49","10243876.60"
"8555P","0"
"65","192179.64"
"21/28","9931015.79"
"20/58","10243876.60"
"10/11","2000000"
"10/15","4450643.62"
"75","362.08"
"170/4","4885299.03"
"1003P","15.8"
"1053","8.7"
"1052","18"
"1051","4"
"8395P","1115.51"
"8912","1111387.22"
"8913","3773911.81"
"12103","1.0"
"12102","2"
"8259","5980000"
"450/3","3021.57"
"54/58","291201.25"
"630","207324.70"
"65/66B","192179.64"
"8129","5782.82"
"8059P","11884.29"
"8329P","7776909.94"
"8029","12035.25"
"1013P","24064"
"9903","-145339.69"
"9900","750678.33"
"9901","46477.87"
"9906","-5629877.48"
"9904","-145339.69"
"9905","-145339.69"
"42/48","907933.95"
"8279","203390.30"
"2053","8.7"
"2052","31"
"2051","2"
"8395","1115.51"
"440/4","107527.20"
"8169","1123681.22"
"47/48","462000.00"
"1023P","770573"
"172/3","4885299.03"
"8525P","0"
"8059","23919.54"
"640/8","145769.65"
"490/1","898.18"
"3053","6.2"
"3052","19"
"3051","2"
"29/58","312860.81"
"8079","3934.40"
"17/49","5793232.98"
"8199","11912063.80"
"100","2000000.00"
"1203","4.8"
"1323","2.1"
"1202","3"
"1322","10"
"1201","4"
