
"Reference number","2022-20383006"
"Entity number","0553899692"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","HOF VAN LIER"
"Entity address street","Hof Van Lierstraat"
"Entity address number","2"
"Entity postal code","9506"
"Entity city","Zandbergen"
"Entity country","België"
"General assembly date","2022-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap met beperkte aansprakelijkheid"
"40/41","90653.41"
"454/9","1355.63"
"111","18600"
"1213","1.3"
"1212","2"
"14","-748767.13"
"17","850702.83"
"3","2955"
"1103","0.8"
"1102","1"
"23","2875.64"
"24","8357.62"
"26","639136.79"
"28","158"
"75/76B","116.9"
"1113","0.5"
"1112","1"
"1003","1.4"
"1002","2.2"
"40","90368.41"
"41","285"
"42","64184.32"
"44","70315.59"
"45","28344.79"
"1022","20826.96"
"14P","-753700.1"
"1013","904"
"1012","904"
"8329","388428.78"
"22/27","650370.05"
"1023","20826.96"
"8199P","1008365.57"
"62","20826.96"
"10/49","747251.65"
"65","17522.28"
"21/28","650528.05"
"20/58","747251.65"
"10/11","18600"
"10/15","-730167.13"
"75","116.9"
"170/4","350702.83"
"1003P","3"
"1053","1.3"
"1052","2"
"178/9","500000"
"8395P","158"
"12103","1.3"
"12102","2"
"450/3","26989.16"
"54/58","3115.19"
"630","56155.5"
"65/66B","17522.28"
"8329P","332273.28"
"1013P","1869"
"9903","4932.97"
"9900","101341.21"
"9901","22338.35"
"9906","-748767.13"
"9904","4932.97"
"9905","4932.97"
"42/48","626715.95"
"8279","56155.5"
"2053","0.5"
"2052","1"
"8395","158"
"440/4","70315.59"
"8169","30433.26"
"47/48","463871.25"
"1023P","63591"
"172/3","350702.83"
"640/8","2020.4"
"3053","3.8"
"3052","2"
"3051","3"
"30/36","2955"
"29/58","96723.6"
"17/49","1477418.78"
"8199","1038798.83"
"1323","1.3"
"1322","2"
