
"Reference number","2024-00316925"
"Entity number","0455435487"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Recreatieoord Wilhelm Tell"
"Entity address street","Hoeverweg"
"Entity address number","87"
"Entity postal code","3660"
"Entity city","Oudsbergen"
"Entity country","België"
"General assembly date","2024-05-31"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","48286.94"
"454/9","2594.9"
"1213","0.7"
"1212","5"
"10","66100"
"13","2645229.53"
"14","0"
"15","126572"
"17","221966.99"
"3","29000.77"
"1103","0.1"
"1102","1"
"20","0"
"21","791.4"
"22","605163.44"
"23","836069"
"24","151126.37"
"28","135614.03"
"75/76B","33613.25"
"9087","8.9"
"130","14669.32"
"132","18750"
"133","2611810.21"
"1113","0.8"
"1112","6"
"12013","0.2"
"12012","2"
"6921","1313571.96"
"1011","13"
"1003","8.9"
"1002","29.7"
"1001","0.2"
"130/1","14669.32"
"8129P","1732.52"
"40","10802.54"
"41","37484.4"
"42","74643.04"
"44","31385.3"
"45","2594.9"
"1022","299856.88"
"1021","223.34"
"14P","976440.02"
"1013","17467"
"1012","17454"
"12112","5"
"8329","4978555.56"
"12113","0.7"
"22/27","1592358.81"
"1023","300080.22"
"8199P","6296361.72"
"62","353275.18"
"10/49","3253942.97"
"65","18893.16"
"21/28","1728764.24"
"20/58","3253942.97"
"10/11","66100"
"10/15","2837901.53"
"75","33613.25"
"170/4","221966.99"
"1003P","8.7"
"1053","0.9"
"1052","7"
"8395P","135614.03"
"8912","101966.99"
"8913","120000"
"54/58","6730.9"
"630","222585.65"
"65/66B","18893.16"
"753","17508"
"8129","2685.85"
"8059P","3477.25"
"691/2","1313571.96"
"8329P","4756923.24"
"1013P","17944"
"9903","434516.96"
"9900","1015444.28"
"9901","419796.87"
"9906","1313571.96"
"9904","337131.94"
"9905","337131.94"
"42/48","194074.45"
"8279","221632.32"
"2053","17.1"
"2052","51"
"8395","135614.03"
"440/4","31385.3"
"8169","274552.65"
"47/48","85451.21"
"1023P","346230.65"
"8059","3477.25"
"640/8","19786.58"
"50/53","1403493.89"
"490/1","37666.23"
"3053","17.4"
"3052","53"
"30/36","29000.77"
"29/58","1525178.73"
"8079","953.33"
"17/49","416041.44"
"8199","6570914.37"
"174/0","221966.99"
"100","66100"
"1203","0.2"
"1323","0.9"
"1202","2"
"1322","7"
"67/77","97385.02"
