
"Reference number","2024-00366183"
"Entity number","0662745273"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LES 2 FRANGINES"
"Entity address street","AVENUE DES THERMES"
"Entity address number","50"
"Entity postal code","4050"
"Entity city","Chaudfontaine"
"Entity country","Belgique"
"General assembly date","2024-06-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","56617.56"
"111","6200"
"14","69731.85"
"17","188753.42"
"20","0"
"21","20524.5"
"22","279888"
"23","1691.29"
"24","0"
"26","39437.81"
"8129P","41049"
"40","50939.42"
"41","5678.14"
"42","39426.26"
"44","1049.8"
"45","20563.3"
"14P","61031.03"
"8329","106612.82"
"22/27","321017.1"
"8199P","419029.92"
"10/49","400724.63"
"65","3263.34"
"21/28","341541.6"
"20/58","400724.63"
"10/11","6200"
"10/15","75931.85"
"170/4","188753.42"
"1003P","0.4"
"8395P","0"
"450/3","20563.3"
"54/58","2565.47"
"630","25020.08"
"65/66B","3263.34"
"8129","47890.5"
"8059P","68415"
"8329P","88434.24"
"1013P","93"
"9903","11737.66"
"9900","45269.33"
"9901","15001"
"9906","69731.85"
"9904","8700.82"
"9905","8700.82"
"42/48","136039.36"
"8279","18178.58"
"8395","0"
"440/4","1049.8"
"8169","8600"
"47/48","75000"
"1023P","3738.36"
"172/3","137553.42"
"8059","68415"
"640/8","5248.25"
"29/58","59183.03"
"8079","6841.5"
"17/49","324792.78"
"8199","427629.92"
"174/0","51200"
"67/77","3036.84"
