
"Reference number","2024-00000345"
"Entity number","0535584312"
"Accounting period start date","2022-07-01"
"Accounting period end date","2023-06-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","FLY HOTEL"
"Entity address street","Place Louis Delhaize"
"Entity address number","1"
"Entity postal code","6043"
"Entity city","Ransart"
"Entity country","Belgique"
"General assembly date","2023-11-24"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","831.6"
"111","10000"
"14","-20471.41"
"41","831.60"
"44","277.62"
"14P","-18806.93"
"10/49","999.71"
"65","300.88"
"20/58","999.71"
"10/11","10000"
"10/15","-10471.41"
"54/58","168.11"
"65/66B","300.88"
"9903","-1664.48"
"9900","-1300"
"9901","-1363.6"
"9906","-20471.41"
"9904","-1664.48"
"9905","-1664.48"
"42/48","11471.12"
"440/4","277.62"
"47/48","11193.50"
"640/8","63.60"
"29/58","999.71"
"17/49","11471.12"
