
"Reference number","2024-00128581"
"Entity number","0409093144"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m04-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","CAMPUS"
"Entity address street","Avenue Molière"
"Entity address number","327"
"Entity postal code","1180"
"Entity city","Brussel"
"Entity country","Belgique"
"General assembly date","2024-06-11"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Association sans but lucratif"
"40/41","42665.86"
"492/3","1706.29"
"454/9","51361.03"
"1213","7"
"1212","13"
"10","8245870.18"
"12","18904.74"
"14","2346431.37"
"1103","7"
"1102","13"
"1343","2.5"
"1342","5"
"22","4034289.89"
"23","22331.38"
"24","77612.39"
"28","4684844.01"
"75/76B","2567.42"
"9087","8.7"
"1113","1.3"
"1112","2"
"12013","1.3"
"12012","2"
"1003","8.7"
"1002","15.5"
"41","42665.86"
"44","32426.18"
"45","51964.43"
"48","23186.88"
"1022","393423.77"
"14P","2389786.71"
"1013","15798"
"1012","15798"
"12112","13"
"8329","1723206.07"
"12113","7"
"22/27","4134233.66"
"1023","393423.77"
"8199P","5471535.84"
"62","393423.77"
"10/49","10720490.07"
"65","1753.41"
"21/28","8819077.67"
"20/58","10720490.07"
"10/15","10611206.29"
"75","2567.42"
"8365","886000"
"1003P","9.1"
"1053","8.3"
"1052","15"
"8395P","3798844.01"
"8239","191"
"8259","42744.89"
"450/3","603.4"
"54/58","1827388.59"
"630","174795.1"
"65/66B","1753.41"
"8329P","1548410.97"
"1013P","15961"
"9903","-43355.34"
"9900","592165.54"
"9901","-44169.35"
"9906","2346431.37"
"9904","-43355.34"
"9905","-43355.34"
"42/48","107577.49"
"8279","174795.1"
"2053","18.4"
"2052","37"
"8395","4684844.01"
"440/4","32426.18"
"8169","343159"
"1023P","283082.54"
"91611","3332220.14"
"640/8","68116.02"
"490/1","31357.95"
"3053","19"
"3052","38"
"29/58","1901412.4"
"17/49","109283.78"
"8199","5814694.84"
"8259P","42935.89"
"91621","115000"
"1203","1.3"
"1323","5.8"
"1202","2"
"1322","10"
