
"Reference number","2025-00525702"
"Entity number","0465818447"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LE BERGER"
"Entity address street","RUE DU BERGER"
"Entity address number","24"
"Entity postal code","1050"
"Entity city","Ixelles"
"Entity country","Belgique"
"General assembly date","2025-09-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","107531.25"
"492/3","40485.37"
"1341","9"
"454/9","81584.89"
"1213","4.1"
"1212","3"
"1211","2"
"8525","0"
"10","720000"
"13","73160.49"
"14","1047527.84"
"15","130973.57"
"16","0"
"17","0"
"1103","4.7"
"1102","1"
"1343","9"
"1101","4"
"21","0"
"22","4838176.86"
"23","37414.86"
"24","3609"
"27","54958"
"12011","7"
"28","250"
"75/76B","10179.78"
"9087","11.6"
"130","72000"
"133","1160.49"
"1113","6.4"
"1112","2"
"1111","5"
"12013","7"
"1011","15119"
"694/7","0"
"1003","11.6"
"1002","3.3"
"1001","9.8"
"130/1","72000"
"8129P","322007.2"
"40","75235.5"
"41","32295.75"
"42","3370527.27"
"44","389086.34"
"45","116312.94"
"46","69458.98"
"1022","86430.15"
"1021","575498.39"
"14P","968228.9"
"1013","18262"
"1012","3143"
"12112","3"
"8329","5422607.4"
"12111","2"
"12113","4.1"
"22/27","4934158.72"
"168","0"
"1023","661928.54"
"8199P","10238485.92"
"62","661928.54"
"10/49","5957532.8"
"65","373628.95"
"66","14606.8"
"21/28","4934408.72"
"20/58","5957532.8"
"10/11","720000"
"10/15","1971661.9"
"75","10179.78"
"170/4","0"
"1003P","9.3"
"1053","11.1"
"1052","3"
"1051","9"
"8395P","250"
"450/3","34728.05"
"54/58","891735.78"
"630","461492.56"
"65/66B","373628.95"
"753","9355.2"
"6502","0"
"8129","340816.93"
"8059P","340816.93"
"8329P","4979924.57"
"1013P","16338"
"9903","164735.03"
"9900","1833792.15"
"9901","528184.2"
"9906","1047527.84"
"9904","79298.94"
"9905","79298.94"
"42/48","3945385.53"
"8279","442682.83"
"2053","22.1"
"2052","7"
"2051","18"
"8395","250"
"892","0"
"440/4","389086.34"
"8721","0"
"8722","0"
"8169","118280.2"
"47/48","0"
"780","0"
"1023P","497906.8"
"172/3","0"
"66A","14606.8"
"8732","0"
"8059","340816.93"
"8731","0"
"640/8","167580.05"
"490/1","23857.05"
"3053","20.7"
"3052","9"
"3051","16"
"29/58","1023124.08"
"8079","18809.73"
"17/49","3985870.9"
"8199","10356766.12"
"695","0"
"100","720000"
"1203","7"
"1323","2.1"
"1322","3"
"1201","7"
"902","0"
"67/77","85436.09"
