
"Reference number","2024-00031204"
"Entity number","0467409049"
"Accounting period start date","2022-07-01"
"Accounting period end date","2023-06-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","DUIGEMHOF"
"Entity address street","Duigemhofstraat"
"Entity address number","101"
"Entity postal code","3020"
"Entity city","Herent"
"Entity country","België"
"General assembly date","2023-11-12"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","32519.92"
"110","6199.99"
"1213","0.2"
"1212","1"
"12","785709.28"
"13","3857"
"14","-543938.11"
"17","969053.44"
"1103","0.2"
"1102","1"
"22","1547544.06"
"23","15791.61"
"24","337.48"
"28","5684.80"
"75/76B","120.23"
"133","3857"
"1003","0.8"
"1002","1"
"1001","0.6"
"40","30951.23"
"41","1568.69"
"42","44082.09"
"44","24302.89"
"45","206.33"
"14P","-542517.42"
"1013","320"
"1012","320"
"8329","697544.07"
"12112","1"
"12113","0.2"
"22/27","1563673.15"
"1023","24598.10"
"8199P","1460684.18"
"62","24598.10"
"10/49","1612999.50"
"65","10055.37"
"21/28","1569357.95"
"20/58","1612999.50"
"10/11","6199.99"
"10/15","251828.16"
"75","120.23"
"170/4","969053.44"
"1053","0.2"
"1052","1"
"8395P","5684.80"
"8259","785709.28"
"450/3","206.33"
"54/58","11121.63"
"630","49851.98"
"65/66B","10055.37"
"8329P","647692.09"
"9903","-1049.30"
"9900","93736.20"
"9901","8885.84"
"9906","-543938.11"
"9904","-1420.69"
"9905","-1420.69"
"42/48","392117.90"
"8279","49851.98"
"2053","0.2"
"2052","1"
"8395","5684.80"
"440/4","24302.89"
"8169","14823.76"
"47/48","323526.59"
"172/3","519053.44"
"640/8","10400.28"
"3053","1.2"
"3052","1"
"3051","1"
"29/58","43641.55"
"17/49","1361171.34"
"8199","1475507.94"
"8259P","785709.28"
"174/0","450000"
"1323","0.2"
"1322","1"
"67/77","371.39"
