
"Reference number","2023-00354474"
"Entity number","0402503082"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","TANNERIE IMMO"
"Entity address street","Première rue Basse (Bel)"
"Entity address number","52"
"Entity postal code","7970"
"Entity city","Beloeil"
"Entity country","Belgique"
"General assembly date","2023-06-16"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"10","62000"
"13","641679"
"14","1629"
"16","4156"
"17","123594"
"22","710438"
"24","2312"
"28","290685"
"75/76B","45316"
"130","6200"
"132","111879"
"133","523600"
"6921","41000"
"130/1","6200"
"42","79812"
"44","4355"
"45","10631"
"46","14088"
"14P","932"
"8329","580142"
"22/27","712750"
"168","4156"
"8199P","1220799"
"10/49","1032444"
"65","9244"
"21/28","1003435"
"20/58","1032444"
"10/11","62000"
"10/15","705308"
"75","45316"
"170/4","123594"
"8395P","290685"
"450/3","10631"
"54/58","29009"
"630","50097"
"65/66B","9244"
"691/2","41000"
"8329P","530045"
"9903","19982"
"9900","43309"
"9901","-16090"
"9906","42629"
"9904","24192"
"9905","41697"
"42/48","199386"
"8279","50097"
"8395","290685"
"440/4","4355"
"8169","72093"
"47/48","90500"
"780","8760"
"789","17505"
"172/3","123594"
"640/8","9302"
"29/58","29009"
"17/49","322980"
"8199","1292892"
"100","62000"
"67/77","4550"
