
"Reference number","2022-20225437"
"Entity number","0474724730"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LA TRUITE D'ARGENT"
"Entity address street","CETTURU"
"Entity address number","1"
"Entity postal code","6662"
"Entity city","Tavigny"
"Entity country","Belgique"
"General assembly date","2022-06-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","2160.37"
"492/3","1671.78"
"111","434600"
"13","245930.22"
"15","147510.62"
"17","386630.22"
"3","7394.42"
"22","1006816.2"
"23","59753.83"
"24","1190.22"
"25","18436.11"
"75/76B","8072.38"
"133","242762.22"
"6921","78303.78"
"130/1","3168"
"41","2160.37"
"42","102823.02"
"44","651.62"
"45","1707.14"
"46","26178.72"
"8329","723525.36"
"22/27","1086196.36"
"8199P","1775803.37"
"10/49","1361203.34"
"65","18961.82"
"21/28","1086196.36"
"20/58","1361203.34"
"10/11","434600"
"10/15","828040.84"
"75","8072.38"
"76","17283.15"
"170/4","386630.22"
"8912","309746.43"
"8913","76883.79"
"450/3","1707.14"
"54/58","252353.36"
"630","79852.58"
"65/66B","18961.82"
"691/2","78303.78"
"8329P","644665.98"
"9903","100010.92"
"9900","196928.03"
"9901","110900.36"
"9906","78303.78"
"9904","78303.78"
"9905","78303.78"
"42/48","144860.5"
"76A","17283.15"
"8279","78859.38"
"440/4","651.62"
"8169","33918.35"
"47/48","13500"
"172/3","380787.59"
"640/8","6175.09"
"490/1","13098.83"
"30/36","7394.42"
"29/58","275006.98"
"17/49","533162.5"
"8199","1809721.72"
"1311","3168"
"174/0","5842.63"
"67/77","21707.14"
