
"Reference number","2025-00137727"
"Entity number","0552784984"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","V-CAB+"
"Entity address street","Molenweg"
"Entity address number","5"
"Entity postal code","3520"
"Entity city","Zonhoven"
"Entity country","België"
"General assembly date","2025-06-06"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","389.82"
"111","18600"
"13","1860"
"14","-54329.49"
"17","8678.05"
"24","34327.27"
"75/76B","107.28"
"8309","18457"
"130/1","1860"
"41","389.82"
"42","2891.28"
"44","5582.82"
"14P","-38316.73"
"8329","32128.38"
"22/27","34327.27"
"8199P","115306.85"
"10/49","34759.03"
"65","757.61"
"21/28","34327.27"
"20/58","34759.03"
"10/11","18600"
"10/15","-33869.49"
"75","107.28"
"170/4","8678.05"
"8395P","870"
"8375","870"
"54/58","41.94"
"630","13101.7"
"65/66B","757.61"
"8329P","37483.68"
"9903","-16012.76"
"9900","2408.59"
"9901","-15362.43"
"9906","-54329.49"
"9904","-16012.76"
"9905","-16012.76"
"42/48","59950.47"
"8279","13101.7"
"440/4","5582.82"
"47/48","51476.37"
"172/3","8678.05"
"8179","48851.2"
"66A","1708.25"
"640/8","2961.07"
"29/58","431.76"
"17/49","68628.52"
"8199","66455.65"
"1311","1860"
