
"Reference number","2024-00352547"
"Entity number","0437509788"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","CAMPING DE KLOKKEBERG"
"Entity address street","GROTE STRAAT"
"Entity address number","120"
"Entity postal code","3118"
"Entity city","Werchter"
"Entity country","België"
"General assembly date","2024-06-19"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","50000"
"492/3","18786.5"
"454/9","2964.42"
"110","18600"
"5813","13"
"13","1164535.87"
"16","23802.38"
"3","54005.3"
"22","192390.54"
"23","78628.88"
"24","15766.38"
"28","1100"
"75/76B","179.89"
"132","92797.16"
"133","1071738.71"
"6921","203548.25"
"1011","96"
"1003","0.2"
"1002","0.1"
"1001","0.2"
"41","50000"
"44","526.85"
"45","206190.1"
"46","45250"
"1013","126"
"1012","30"
"8329","852222.69"
"22/27","286785.8"
"168","23802.38"
"1023","4011"
"8199P","1131583.49"
"62","3211.46"
"10/49","1568963.82"
"65","4603.72"
"21/28","287885.8"
"20/58","1568963.82"
"10/11","18600"
"10/15","1183135.87"
"75","179.89"
"1003P","1.1"
"8395P","1100"
"450/3","203225.68"
"54/58","1159508.68"
"630","36435.04"
"65/66B","4603.72"
"691/2","203548.25"
"8329P","815787.65"
"1013P","1371"
"9903","268997.89"
"9900","320461.41"
"9901","273421.72"
"9906","203548.25"
"9904","181609.95"
"9905","203548.25"
"42/48","343239.07"
"8279","36435.04"
"2053","2.4"
"2052","1"
"2051","2"
"8395","1100"
"440/4","526.85"
"8169","7425"
"47/48","91272.12"
"780","7312.77"
"789","21938.3"
"1023P","29594.91"
"640/8","7393.19"
"490/1","17564.04"
"3053","2.4"
"3052","1"
"3051","2"
"30/36","54005.3"
"29/58","1281078.02"
"17/49","362025.57"
"8199","1139008.49"
"58132","13"
"67/77","94700.71"
