
"Reference number","2025-00227516"
"Entity number","0456850006"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","A&C Holding"
"Entity address street","Normandiëlaan"
"Entity address number","13"
"Entity postal code","8420"
"Entity city","De Haan"
"Entity country","België"
"General assembly date","2025-06-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","1269952.24"
"492/3","23669.07"
"1341","1"
"454/9","23713.11"
"58032","1420"
"1211","1"
"8455P","0"
"8525","0"
"5813","299"
"10","20667765.86"
"13","992881.64"
"3","27882"
"1101","6"
"5821","5"
"5822","111"
"5823","4035.03"
"22","1385.29"
"23","702170.86"
"24","8500.48"
"12011","1"
"28","19317378.91"
"8555","0"
"29","600000"
"75/76B","12960.24"
"9087","6.3"
"130","91054.21"
"133","901827.43"
"6920","22076.49"
"5831","1"
"5832","22"
"5833","807"
"6921","381321.23"
"1011","10478"
"1003","6.3"
"1002","0.1"
"1001","6.2"
"130/1","91054.21"
"40","1049227.74"
"41","220724.5"
"44","695571.72"
"45","95143.67"
"8455","0"
"1021","345349.43"
"1013","10830"
"1012","352"
"8329","1883743.49"
"22/27","712056.63"
"12001","4"
"8199P","2484757.85"
"62","345349.43"
"10/49","22709199.77"
"8555P","0"
"65","14736.33"
"21/28","20029435.54"
"20/58","22709199.77"
"291","600000"
"10/11","20667765.86"
"10/15","21660647.5"
"75","12960.24"
"8365","21647.4"
"1003P","6.6"
"631/4","16620.09"
"1053","0"
"1052","0"
"1051","6"
"8395P","19295731.51"
"12101","1"
"450/3","71430.56"
"54/58","618370.99"
"630","134314.93"
"65/66B","14736.33"
"6502","0"
"691/2","403397.72"
"8329P","1749428.56"
"1013P","11958"
"9903","590285.62"
"9900","1362772.48"
"9901","592061.71"
"9906","403397.72"
"9904","403397.72"
"9905","403397.72"
"42/48","1024883.2"
"8279","134314.93"
"2053","15.4"
"2052","5"
"2051","13"
"8395","19317378.91"
"440/4","695571.72"
"8169","111042.27"
"47/48","234167.81"
"1023P","382747.93"
"8525P","0"
"640/8","274426.32"
"50/53","150000"
"490/1","13559"
"3053","14.4"
"3052","5"
"3051","12"
"30/36","27882"
"29/58","2679764.23"
"17/49","1048552.27"
"8199","2595800.12"
"58132","299"
"100","20667765.86"
"1201","5"
"1321","5"
"67/77","186887.9"
"5803","1420"
