
"Reference number","2022-20276193"
"Entity number","0412948202"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m02-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","TOP BEDFORD"
"Entity address street","Rue du Midi"
"Entity address number","135-137"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2022-06-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"1213","41.3"
"1212","1"
"1211","41"
"8051P","94481"
"10032P","41.3"
"3","2075"
"3431","3"
"1011","37234"
"100P","9330000"
"1003","79.1"
"1002","1"
"1001","78.8"
"10031P","39.8"
"10231P","962214"
"2111","1"
"1022","3092"
"1021","935416"
"3433","3"
"1013","37235"
"1012","1"
"10232P","509423"
"2113","1"
"1023","938508"
"609","8455"
"1053","78.3"
"1052","1"
"1051","78"
"620","1024678"
"621","350010"
"623","482804"
"6511","8315"
"6510","21191"
"630","1170060"
"65/66B","74750"
"10011","38.1"
"10012","40.7"
"8922","1000000"
"640","237540"
"10022","1"
"650","22859"
"651","12876"
"10231","516001"
"10232","422507"
"440/4","1173757"
"91821","1950000"
"8962","1000000"
"1023P","1471637"
"91811","8256420"
"640/8","281969"
"10211","516001"
"439","2220000"
"10212","419415"
"3053","3"
"3051","3"
"10222","3092"
"450","3618"
"51/53","13230031"
"285/8","135"
"492/3","124916"
"600/8","301802"
"8303","437949"
"8302","1433112"
"75/76B","617231"
"8305","41877"
"8321","13945323"
"8322","4171530"
"8325","1437"
"8323","925373"
"130/1","986391"
"12111","6"
"12113","6"
"8101","38159"
"12121","3"
"22/27","10625291"
"12123","3"
"10/49","26176721"
"20/58","26176721"
"291","1087664"
"10/11","9330000"
"10/15","21108212"
"8121","56322"
"631/4","-9953"
"12101","32"
"285/8P","135"
"12103","32.3"
"12102","1"
"764/8","1182763"
"9461","22859"
"54/58","800101"
"8166","19664"
"8163","76493"
"8161","1192560"
"8162","74479"
"8175","41877"
"8172","1433112"
"8173","437949"
"490/1","17947"
"8192","4775546"
"8193","1185953"
"8191","23686278"
"8196","19664"
"8195","1513"
"1319","53391"
"9291","15517"
"1323","64.3"
"1322","1"
"1321","64"
"40/41","413477"
"1341","14"
"454/9","305300"
"9062","1000000"
"8196P","0"
"9073","5593"
"9077","305300"
"1103","77.3"
"1102","1"
"1343","14"
"1101","77"
"8195P","43390"
"9087","79.1"
"9088","37235"
"9086","79"
"1113","1"
"1111","1"
"10132P","22968"
"3101","3"
"81311","0"
"10131P","39680"
"740","184371"
"3103","3"
"450/3","9211"
"750","158367"
"751","69112"
"10132","17852"
"10131","19383"
"1013P","62648"
"9903","-387416"
"769","264500"
"9901","-929897"
"9906","10597654"
"9904","-385708"
"9905","-385708"
"42/48","4943593"
"76A","1182763"
"76B","264500"
"2053","1"
"2051","1"
"641/8","44429"
"10112","17851"
"10111","19383"
"652/9","39015"
"10122","1"
"8851","0"
"8192P","6134179"
"50/53","13230031"
"70/76A","4300531"
"30/36","2075"
"29/58","15551295"
"8191P","22493718"
"17/49","5068509"
"430/8","1000000"
"8193P","1547409"
"100","9330000"
"9500","1087664"
"8322P","5403009"
"10","9330000"
"13","1180031"
"14","10597654"
"15","527"
"9505","8000"
"8321P","13060126"
"22","9740955"
"23","604016"
"24","260580"
"26","76"
"27","19664"
"12011","8"
"28","135"
"29","1087664"
"60/66A","5230428"
"130","933000"
"132","193640"
"12013","8"
"34","2075"
"12021","6"
"8681","8546296"
"12023","6"
"8323P","1284017"
"40","349027"
"41","64450"
"43","3220000"
"44","1173757"
"45","314511"
"46","235248"
"14P","10983362"
"51","8546296"
"52","4683735"
"9311","15517"
"12001","23"
"60","310257"
"12003","23"
"61","1620603"
"62","1857492"
"8325P","43163"
"65","74750"
"21/28","10625426"
"10031","38.1"
"10032","41"
"70","2726813"
"74","390955"
"75","352731"
"76","1447263"
"77","1708"
"752/9","125252"
"1003P","81.1"
"9113","31433"
"9112","21480"
"9351","952405"
"9125","502"
"8275","151"
"8273","79305"
"8031","38159"
"8271","885197"
"8272","201633"
"47/48","77"
"9371","952405"
"8121P","90707"
"9146","559041"
"9147","57461"
"9145","575770"
"8051","56322"
"9141","795470"
"8071","3774"
"284/8","135"
"1203","37"
"1201","37"
"67/77","-1708"
