
"Reference number","2023-00470988"
"Entity number","0444633449"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","MOULIN DE GODINVAL"
"Entity address street","REMOIVILLE"
"Entity address number","32-3"
"Entity postal code","6640"
"Entity city","Hompré"
"Entity country","Belgique"
"General assembly date","2023-09-28"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","895.86"
"492/3","2176.32"
"1213","0.1"
"1212","1"
"10","409025"
"13","189175.18"
"14","-593419.55"
"1103","0.1"
"1102","1"
"22","13386.23"
"23","19151.56"
"75/76B","0.52"
"130","20451.22"
"133","27544.14"
"8309","9354.23"
"1003","0.1"
"1002","1"
"130/1","161631.04"
"41","895.86"
"42","5681.87"
"44","1723.28"
"45","1190.95"
"14P","-637262.99"
"1013","36"
"1012","36"
"12112","1"
"8329","446325.96"
"12113","0.1"
"22/27","32537.79"
"8199P","469534.45"
"62","1341.98"
"10/49","91582.57"
"65","3949.79"
"21/28","32537.79"
"20/58","91582.57"
"10/11","409025"
"10/15","4780.63"
"75","0.52"
"1003P","1.2"
"1053","0.1"
"1052","1"
"450/3","1190.95"
"54/58","41892.78"
"630","12153.6"
"65/66B","3949.79"
"8329P","443526.59"
"1013P","23"
"9903","43843.44"
"9900","68416.36"
"9901","47792.71"
"9906","-593419.55"
"9904","43843.44"
"9905","43843.44"
"42/48","84625.62"
"8279","12153.6"
"2053","3.7"
"2052","4"
"2051","3"
"440/4","1723.28"
"8169","18683.47"
"47/48","76029.52"
"1023P","1007"
"8179","9354.17"
"66A","64.98"
"640/8","7063.09"
"490/1","16256.14"
"3053","3.7"
"3052","4"
"3051","3"
"29/58","59044.78"
"17/49","86801.94"
"8199","478863.75"
"1319","141179.82"
"100","409025"
"1323","0.1"
"1322","1"
