
"Reference number","2023-00323569"
"Entity number","0431642278"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Kustverhuurbedrijf Westende"
"Entity address street","Essex Scottishlaan"
"Entity address number","49"
"Entity postal code","8434"
"Entity city","Westende"
"Entity country","België"
"General assembly date","2023-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap met beperkte aansprakelijkheid"
"40/41","151775.91"
"111","18592.01"
"13","482706.66"
"14","79583.32"
"24","33662.52"
"133","482706.66"
"6921","416000"
"40","3358"
"41","148417.91"
"44","7392.6"
"45","207630"
"14P","79266.47"
"8329","862342.26"
"22/27","33662.52"
"8199P","896004.78"
"10/49","995904.59"
"65","24"
"21/28","33662.52"
"20/58","995904.59"
"10/11","18592.01"
"10/15","580881.99"
"450/3","207630"
"54/58","810466.16"
"630","12228.43"
"65/66B","24"
"691/2","416000"
"8329P","850113.83"
"9903","615124.42"
"9900","628082.04"
"9901","615148.42"
"9906","495583.32"
"9904","416316.85"
"9905","416316.85"
"42/48","415022.6"
"8279","12228.43"
"440/4","7392.6"
"47/48","200000"
"66A","188.69"
"640/8","516.5"
"29/58","962242.07"
"17/49","415022.6"
"8199","896004.78"
"67/77","198807.57"
