
"Reference number","2023-00524061"
"Entity number","0452989307"
"Accounting period start date","2022-04-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","THE KOTTAGE"
"Entity address street","Chaussée de Tervuren"
"Entity address number","389"
"Entity postal code","1410"
"Entity city","Waterloo"
"Entity country","Belgique"
"General assembly date","2023-11-08"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","45692.76"
"10","173525.47"
"13","52044.80"
"14","-161056.84"
"15","21225"
"16","26801.36"
"17","263687.27"
"22","1263192.50"
"23","4392.27"
"26","8465.51"
"75/76B","4468.69"
"132","52044.80"
"8129P","43424.18"
"40","8228"
"41","37464.76"
"42","76900.18"
"44","6752.94"
"45","5675.52"
"14P","-157351.04"
"8329","1621426.09"
"22/27","1276050.28"
"168","26801.36"
"8199P","2894658.50"
"10/49","1469426.34"
"65","19686.46"
"21/28","1276050.28"
"20/58","1469426.34"
"10/11","173525.47"
"10/15","85738.43"
"75","4468.69"
"76","10750.88"
"170/4","263687.27"
"8395P","1042"
"8912","234380.26"
"8913","29307.01"
"8375","1042"
"450/3","5675.52"
"54/58","139371.43"
"630","84256.57"
"65/66B","19686.46"
"753","4050"
"8129","43424.18"
"8059P","43424.18"
"8329P","1537169.58"
"9903","-22736.73"
"9900","85055.62"
"9901","-7518.96"
"9906","-161056.84"
"9904","-16268.32"
"9905","-3705.80"
"42/48","1093199.28"
"76A","10750.88"
"8279","84256.51"
"440/4","6752.94"
"8169","2817.87"
"47/48","1003870.64"
"780","6468.41"
"789","12562.52"
"172/3","263687.27"
"91612","1263192.50"
"8059","43424.18"
"640/8","8318.01"
"490/1","8311.87"
"29/58","193376.06"
"17/49","1356886.55"
"8199","2897476.37"
"91632","675000"
"91622","25000"
"100","173525.47"
