
"Reference number","2023-00449564"
"Entity number","0433153401"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","ENTREPRISES K. WILSKI"
"Entity address street","Rue Baron de Castro"
"Entity address number","7"
"Entity postal code","1040"
"Entity city","Etterbeek"
"Entity country","Belgique"
"General assembly date","2023-09-13"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","4034.52"
"492/3","6.67"
"111","20000"
"13","22000"
"14","-7376.94"
"3","16835.65"
"23","6705"
"24","5417.47"
"26","34.25"
"28","199.23"
"75/76B","47.07"
"133","20000"
"8309","5400"
"8319","-2860.75"
"130/1","2000"
"8129P","2895"
"40","3070.18"
"41","964.34"
"42","4071.48"
"44","8203.04"
"45","2002.70"
"14P","810.42"
"8329","189909.39"
"22/27","12156.72"
"8199P","210326.86"
"10/49","48906.95"
"65","906.60"
"21/28","12355.95"
"20/58","48906.95"
"10/11","20000"
"10/15","34623.06"
"75","47.07"
"8365","199.23"
"450/3","2002.70"
"54/58","14059.57"
"630","5239.64"
"65/66B","906.60"
"8129","2895"
"8059P","2895"
"8329P","192930.50"
"9903","-7904.52"
"9900","-1010.41"
"9901","-7044.99"
"9906","-7376.94"
"9904","-8187.36"
"9905","-8187.36"
"42/48","14277.22"
"76A","3512.40"
"8279","5239.64"
"8395","199.23"
"440/4","8203.04"
"8179","5400"
"8059","2895"
"640/8","794.94"
"490/1","1621.26"
"8189","-2860.75"
"30/36","16835.65"
"29/58","36551"
"17/49","14283.89"
"8199","202066.11"
"1311","2000"
"67/77","282.84"
