
"Reference number","2025-00182370"
"Entity number","0434593157"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m02-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","ASHG Ghent"
"Entity address street","MAALTEKOUTER"
"Entity address number","3"
"Entity postal code","9051"
"Entity city","Sint-Denijs-Westrem"
"Entity country","België"
"General assembly date","2025-06-18"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"1213","23.6"
"1212","9"
"1211","17"
"10032P","23.2"
"5811","18"
"5812","369"
"5813","9292.14"
"3","87791.38"
"3403","2.8"
"3402","1"
"3401","2"
"5821","18"
"5822","298"
"5823","7176.88"
"5831","9"
"5832","131"
"5833","3273.09"
"1011","56473"
"100P","1124562.11"
"8052P","44486.64"
"1003","49.2"
"3423","1601.7"
"1002","14.1"
"3422","3"
"1001","39.1"
"3421","1600"
"10031P","24.4"
"10231P","1397573.72"
"2111","386"
"1022","517518.82"
"1021","1909068.04"
"2103","1224.6"
"2102","2"
"1013","68722"
"2101","1223"
"1012","12249"
"10232P","1008233.56"
"2113","386"
"1023","2426586.86"
"609","-10644.71"
"617","35923"
"170/4","6866892.46"
"1053","49.2"
"1052","14"
"1051","39"
"620","1653933.25"
"621","514132.20"
"622","19995.52"
"623","238525.89"
"8912","6866892.46"
"630","377621.86"
"65/66B","1024694.85"
"10011","22.8"
"10012","16.3"
"8922","6853795"
"640","337327.18"
"10022","10.3"
"10021","3.8"
"664/7","10218.15"
"650","470545.40"
"654","38.17"
"10231","1480489.07"
"91822","114765540"
"10232","946097.79"
"440/4","930926.69"
"7630","4000"
"91821","114765540"
"8962","6853795"
"1023P","2405807.28"
"91811","6187154.65"
"91812","6187154.65"
"66A","10218.15"
"91611","1692939.10"
"91612","1692939.10"
"640/8","337327.18"
"10211","1331630.68"
"10212","577437.36"
"3053","1604.5"
"3052","4"
"3051","1602"
"10222","368660.43"
"10221","148858.39"
"450","1828.26"
"211","12136.52"
"91622","91812432"
"91621","91812432"
"285/8","1000"
"492/3","168692.19"
"600/8","552132.77"
"8303","3750"
"8301","558347.60"
"8302","562436.56"
"12131","2"
"75/76B","362713.76"
"252","16778.35"
"12133","2"
"8321","6914820.35"
"8322","349810.19"
"8323","69098.71"
"8324","124989.65"
"130/1","154182.17"
"9421","113945.40"
"12111","1"
"12113","1"
"8102","25671.02"
"9431","238682.97"
"281","1089498.80"
"22/27","1946639.32"
"10/49","8464539.03"
"20/58","8464539.03"
"8591","874046.60"
"10/11","1124562.11"
"10/15","-60934.61"
"8122","6679.10"
"12101","14"
"285/8P","1000"
"12103","20.6"
"12102","9"
"54/58","107012.57"
"281P","1963545.40"
"1501","0.6"
"1511","1235"
"8163","983"
"8164","19359.63"
"8161","102825.43"
"8162","59689.59"
"1521","35923"
"8171","558347.60"
"8172","562436.56"
"8173","3750"
"490/1","4448.97"
"8192","563736.33"
"58132","297.81"
"9281","1089498.80"
"8193","92094.44"
"58131","8994.33"
"8191","8607759.45"
"8194","141768"
"9291","5123729.90"
"1323","31.6"
"1322","8"
"1321","26"
"40/41","5216011.47"
"1341","13"
"454/9","297773.65"
"9062","6853795"
"9073","91838.20"
"9077","297773.65"
"1103","49.2"
"1102","14"
"1101","39"
"1343","17.6"
"1342","6"
"9087","49.2"
"9088","68723"
"9086","53"
"9098","1235"
"9097","0.6"
"670/3","75336.10"
"10132P","29418"
"3101","1216"
"280/1","1089498.80"
"10131P","39565"
"3111","386"
"3103","1218.5"
"3102","4"
"450/3","93666.46"
"750","113945.40"
"751","238682.97"
"754","75.12"
"3113","386"
"10132","26380"
"8802","6866892.46"
"10131","42342"
"8801","3641.67"
"1013P","68983"
"9903","-542109.88"
"9901","119871.21"
"9906","-1339678.89"
"9904","-617445.98"
"9905","-617445.98"
"42/48","1489888.99"
"76A","4000"
"8831","3641.67"
"91711","114765540"
"8832","13097.46"
"2053","1610.6"
"2052","2"
"2051","1609"
"10112","18115"
"10111","38358"
"8842","6853795"
"652/9","554149.45"
"10121","3984"
"10122","8265"
"8192P","1066483.30"
"70/76A","6243701.68"
"30/36","87791.38"
"29/58","5415264.39"
"8191P","9063281.62"
"30/31","70968.70"
"91712","114765540"
"17/49","8525473.64"
"8194P","122408.37"
"8193P","94861.44"
"100","1124562.11"
"9503","6890.21"
"58032","478.08"
"58031","12961.19"
"8322P","843231.93"
"10","1124562.11"
"13","154182.17"
"14","-1339678.89"
"17","6866892.46"
"9505","9730"
"8321P","7179233.59"
"21","12136.52"
"22","1692939.10"
"23","213926.14"
"24","22995.73"
"25","16778.35"
"12011","3"
"28","1090498.80"
"60/66A","6123830.47"
"130","154182.17"
"12013","3.8"
"12012","1"
"8324P","122408.37"
"34","16822.68"
"12021","2"
"12023","2"
"8323P","67066.62"
"40","57624.71"
"41","5158386.76"
"42","3641.67"
"44","930926.69"
"45","391440.11"
"46","163880.52"
"14P","-722232.91"
"9311","5123729.90"
"12002","4"
"12001","17"
"60","541488.06"
"61","2430588.36"
"12003","19.8"
"62","2426586.86"
"65","1024694.85"
"66","10218.15"
"21/28","3049274.64"
"10031","25.5"
"172","13097.46"
"173","6853795"
"70","5993644.89"
"10032","23.7"
"74","246056.79"
"75","362713.76"
"76","4000"
"752/9","10085.39"
"1003P","47.6"
"9351","401286.03"
"8273","5782.09"
"8274","2581.28"
"8032","25671.02"
"8271","293934.36"
"8272","69014.82"
"8122P","26040.81"
"9134","1828.26"
"9139","73507.84"
"9137","1828.26"
"9138","73507.84"
"9371","401286.03"
"9146","502618.88"
"9147","232348.69"
"9145","366201.48"
"9381","206577972"
"9142","3833489.98"
"9141","3833489.98"
"8052","18815.62"
"9383","206577972"
"9391","206577972"
"9393","206577972"
"8072","6309.31"
"284/8","1000"
"1203","25.6"
"1202","5"
"1201","22"
"67/77","75336.10"
"5801","24"
"5802","484"
"5803","13439.27"
