
"Reference number","2024-00386348"
"Entity number","0643510470"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Europea Residences"
"Entity address street","Mont des Arts,"
"Entity address number","15"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2024-07-17"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","225562.61"
"9500","84203.13"
"492/3","21819.98"
"1341","3"
"454/9","33424.53"
"1213","3"
"1212","2"
"1211","2"
"8525","0"
"11","218600"
"13","1860"
"14","26185.13"
"17","163978.13"
"1103","5.8"
"1102","5"
"1343","6.7"
"1101","3"
"1342","7"
"21","2046.93"
"22","184626.68"
"24","3210.63"
"12011","1"
"28","100"
"75/76B","204.64"
"1113","0.9"
"1112","2"
"12013","2"
"12012","2"
"8309","1950"
"12022","2"
"1011","4799"
"1003","5.7"
"1002","5.4"
"1001","2.6"
"12023","1.4"
"130/1","1860"
"8129P","67519.18"
"40","141045.01"
"41","84517.6"
"42","6207.39"
"43","5016.21"
"44","113343.55"
"45","66159.86"
"1022","114193.74"
"1021","100094.21"
"14P","15295.02"
"1013","10274"
"1012","5475"
"8329","14682.47"
"12111","2"
"12113","2"
"22/27","187837.31"
"1023","214287.95"
"12123","1"
"12122","2"
"8199P","13653.62"
"62","214287.95"
"10/49","624370.25"
"65","8715.33"
"21/28","189984.24"
"20/58","624370.25"
"10/11","218600"
"10/15","246645.13"
"75","204.64"
"8365","100"
"170/4","163978.13"
"1003P","3.4"
"1053","6.7"
"1052","7"
"1051","3"
"450/3","32735.33"
"54/58","206057.28"
"630","9993.41"
"65/66B","9665.8"
"8129","71434.18"
"8059P","73481.11"
"8329P","10164.06"
"1013P","5428"
"9903","16292.89"
"9900","260022.34"
"9901","25754.05"
"9906","26185.13"
"9904","10890.11"
"9905","10890.11"
"42/48","191927.01"
"8279","6468.41"
"2053","8.9"
"2052","13"
"2051","3"
"8395","100"
"440/4","113343.55"
"8169","190816.16"
"47/48","1200"
"1023P","105182.78"
"172/3","163978.13"
"8179","1950"
"66A","3369.14"
"66B","950.47"
"8059","73481.11"
"640/8","6617.79"
"490/1","2766.12"
"1109/19","218600"
"3053","7"
"3052","11"
"3051","2"
"29/58","434386.01"
"8079","3915"
"17/49","377725.12"
"8199","202519.78"
"430/8","5016.21"
"1311","1860"
"1203","3.4"
"1202","4"
"1201","1"
"67/77","5402.78"
