
"Reference number","2026-00040997"
"Entity number","0650844066"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","GARDEN 55"
"Entity address street","TUINBOUWSTRAAT"
"Entity address number","55"
"Entity postal code","2800"
"Entity city","Mechelen"
"Entity country","België"
"General assembly date","2026-02-17"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","1574.91"
"110","18600"
"14","-76924.41"
"17","60000"
"22","1628.44"
"24","3979.72"
"75/76B","10"
"40","1220"
"41","354.91"
"42","1979.07"
"44","1528.09"
"14P","-63954.99"
"8329","90745.83"
"22/27","5608.16"
"8199P","96353.99"
"10/49","9566.72"
"65","255.02"
"21/28","5608.16"
"20/58","9566.72"
"10/11","18600"
"10/15","-58324.41"
"75","10"
"170/4","60000"
"54/58","2159.75"
"630","10874.96"
"65/66B","255.02"
"8329P","79870.87"
"9903","-12969.42"
"9900","-919.43"
"9901","-12724.40"
"9906","-76924.41"
"9904","-12969.42"
"9905","-12969.42"
"42/48","7891.13"
"8279","10874.96"
"440/4","1528.09"
"47/48","4383.97"
"640/8","930.01"
"490/1","223.90"
"29/58","3958.56"
"17/49","67891.13"
"8199","96353.99"
"174/0","60000"
