
"Reference number","2023-00016471"
"Entity number","0444610386"
"Accounting period start date","2021-07-01"
"Accounting period end date","2022-06-30"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","DE WITTE LELIE"
"Entity address street","Keizerstraat"
"Entity address number","16-18"
"Entity postal code","2000"
"Entity city","Antwerpen"
"Entity country","België"
"General assembly date","2022-12-31"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","25462.76"
"492/3","730.97"
"1341","1"
"454/9","32654"
"1213","4"
"1212","4"
"1211","2"
"10","731500"
"13","5856.66"
"14","-1332540.52"
"17","1269969.91"
"3","3940.39"
"1103","5.3"
"1102","5"
"1343","4.1"
"1101","2"
"1342","6"
"22","574360.08"
"23","24785.39"
"24","145289.93"
"75/76B","471.28"
"9087","6.5"
"132","5856.66"
"1113","0.6"
"1112","2"
"12022","2"
"1011","2295"
"1003","6.5"
"1002","8.2"
"1001","1.7"
"12023","1.1"
"40","12055.08"
"41","13407.68"
"43","80000"
"44","91451.59"
"45","36587.3"
"1022","178115.05"
"1021","73480.85"
"14P","-1158660.01"
"1013","7858"
"1012","5563"
"12112","1"
"8329","1542779.07"
"12113","0.6"
"12121","1"
"22/27","744435.4"
"1023","251595.9"
"12123","1.6"
"12002","1"
"12122","2"
"12003","0.8"
"8199P","2244804.86"
"62","251595.9"
"10/49","883555.91"
"65","9777.42"
"66","2440.31"
"21/28","744435.4"
"20/58","883555.91"
"10/11","731500"
"10/15","-595183.86"
"75","471.28"
"76","4088.26"
"1003P","5.4"
"1053","5.9"
"1052","7"
"1051","2"
"178/9","1269969.91"
"12101","1"
"8913","1269969.91"
"12103","1.8"
"12102","1"
"450/3","3933.3"
"54/58","93973.36"
"630","125718.29"
"65/66B","9777.42"
"8329P","1417060.78"
"1013P","1259"
"9903","-173880.51"
"9900","242956.16"
"9901","-164574.37"
"9906","-1332540.52"
"9904","-173880.51"
"9905","-173880.51"
"42/48","208038.89"
"76A","4088.26"
"8279","125718.29"
"2053","7.5"
"2052","15"
"440/4","91451.59"
"8169","42409.61"
"1023P","39710.88"
"66A","2440.31"
"640/8","27776.03"
"490/1","15744"
"3053","7"
"3052","11"
"3051","1"
"30/36","3940.39"
"29/58","139120.51"
"17/49","1478739.77"
"8199","2287214.47"
"430/8","80000"
"100","731500"
"1203","1.9"
"1323","1.8"
"1202","3"
"1322","1"
"1321","1"
