
"Reference number","2022-20268505"
"Entity number","0420886859"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Guilliams"
"Entity address street","Dalemstraat"
"Entity address number","11"
"Entity postal code","3370"
"Entity city","Boutersem"
"Entity country","België"
"General assembly date","2022-07-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","31725.66"
"492/3","19500"
"454/9","16800"
"111","45000"
"13","293925.09"
"14","225.63"
"17","240000"
"22","176394.22"
"23","34146.62"
"24","1757.58"
"75/76B","1.17"
"133","289425.09"
"6921","7790"
"130/1","4500"
"8129P","45408.5"
"40","31350.38"
"41","375.28"
"42","0"
"44","40670.99"
"45","34136.48"
"14P","233.53"
"8329","1254322.9"
"22/27","212298.42"
"8199P","1461432.9"
"10/49","708731.86"
"65","696.88"
"21/28","212298.42"
"20/58","708731.86"
"10/11","45000"
"10/15","339150.72"
"75","1.17"
"170/4","240000"
"631/4","32256"
"450/3","17336.48"
"54/58","464707.78"
"630","50121.74"
"65/66B","696.88"
"8129","45408.5"
"8059P","45408.5"
"691/2","7790"
"8329P","1204201.16"
"9903","13583.67"
"9900","100544.14"
"9901","14279.38"
"9906","8015.63"
"9904","7782.1"
"9905","7782.1"
"42/48","110081.14"
"8279","50121.74"
"440/4","40670.99"
"8169","5188.42"
"47/48","35273.67"
"780","0"
"8059","45408.5"
"640/8","3887.02"
"29/58","496433.44"
"17/49","369581.14"
"8199","1466621.32"
"1311","4500"
"174/0","240000"
"67/77","5801.57"
