
"Reference number","2022-20431983"
"Entity number","0651618185"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LA FERME DE SPA"
"Entity address street","PREFAYHAI"
"Entity address number","20"
"Entity postal code","4900"
"Entity city","Spa"
"Entity country","Belgique"
"General assembly date","2022-06-24"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","4464.3"
"492/3","1307.67"
"454/9","1669.85"
"111","6200"
"1213","0.4"
"1212","1"
"13","1860"
"14","-76924.28"
"1103","0.4"
"1102","1"
"23","968.53"
"26","31928.62"
"28","50"
"75/76B","19.45"
"1003","0.4"
"1002","1"
"130/1","1860"
"40","4340"
"41","124.3"
"44","67265.63"
"45","3028.18"
"14P","-92895.81"
"1013","758"
"1012","758"
"12112","1"
"8329","28661.06"
"12113","0.4"
"22/27","32897.15"
"8199P","59533.24"
"62","13954.77"
"10/49","53625.77"
"65","187.48"
"21/28","32947.15"
"20/58","53625.77"
"10/11","6200"
"10/15","-68864.28"
"75","19.45"
"1053","0.4"
"1052","1"
"8395P","50"
"450/3","1358.33"
"54/58","14554.48"
"630","5482.58"
"65/66B","187.48"
"8329P","23178.48"
"1013P","4"
"9903","16214.85"
"9900","39024.17"
"9901","16382.88"
"9906","-76924.28"
"9904","15971.53"
"9905","15971.53"
"42/48","121182.38"
"8279","5482.58"
"8395","50"
"440/4","67265.63"
"8169","2024.97"
"47/48","50888.57"
"1023P","522"
"640/8","3203.94"
"490/1","1659.84"
"29/58","20678.62"
"17/49","122490.05"
"8199","61558.21"
"1311","1860"
"1323","0.4"
"1322","1"
"67/77","243.32"
