
"Reference number","2026-00076875"
"Entity number","0437951040"
"Accounting period start date","2024-10-01"
"Accounting period end date","2025-09-30"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Delfran"
"Entity address street","Lejeunelaan"
"Entity address number","65"
"Entity postal code","8670"
"Entity city","Koksijde"
"Entity country","België"
"General assembly date","2026-03-10"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","20223.26"
"492/3","0"
"1341","2"
"454/9","69762.72"
"110","18600"
"635/8","0"
"1213","6"
"1211","6"
"12","1250000"
"13","3095465.53"
"16","211869.53"
"17","441431.09"
"1103","8"
"1343","2.6"
"1101","8"
"1342","1"
"21","9280.3"
"22","3485748.66"
"23","1348612.56"
"24","229083.46"
"26","6927.25"
"12011","2"
"75/76B","8596.66"
"9087","8.4"
"132","716470.6"
"133","2378994.93"
"1113","0.6"
"1112","1"
"12013","2.6"
"12012","1"
"6921","365565.65"
"1011","12547"
"1003","8.4"
"1002","0.5"
"1001","8.2"
"8129P","10737.92"
"40","20183.26"
"41","40"
"42","250778.08"
"43","0"
"44","50939.58"
"45","157586.3"
"46","5719"
"1022","16378.34"
"1021","368175.22"
"1013","13205"
"1012","658"
"8329","8636290.25"
"12111","6"
"12113","6"
"22/27","5070371.93"
"162","42400"
"168","169469.53"
"1023","384553.56"
"8199P","13561434.61"
"62","384553.56"
"10/49","5605533.3"
"65","33433.64"
"21/28","5079652.23"
"20/58","5605533.3"
"10/11","18600"
"10/15","4364065.53"
"75","8596.66"
"170/4","441431.09"
"1003P","7.7"
"1053","8.6"
"1052","1"
"1051","8"
"8912","441431.09"
"8259","0"
"450/3","87823.58"
"54/58","205657.81"
"630","405028.65"
"65/66B","33433.64"
"753","0"
"6502","0"
"8129","12713"
"160/5","42400"
"8059P","14921.1"
"691/2","365565.65"
"8329P","8233236.68"
"8029","7072.2"
"1013P","13271"
"9903","446987.16"
"9900","1319901.65"
"9901","471824.14"
"9906","365565.65"
"9904","302544.22"
"9905","365565.65"
"42/48","588167.15"
"8279","403053.57"
"2053","73.1"
"2052","21"
"2051","67"
"892","0"
"440/4","50939.58"
"8169","145227.57"
"47/48","123144.19"
"780","20194.47"
"789","63021.43"
"1023P","369323.97"
"172/3","441431.09"
"8059","21993.3"
"640/8","58495.3"
"50/53","300000"
"3053","72.5"
"3052","20"
"3051","67"
"29/58","525881.07"
"689","0"
"8079","1975.08"
"17/49","1029598.24"
"8199","13706662.18"
"430/8","0"
"8259P","0"
"1203","2.6"
"1323","6"
"1202","1"
"1201","2"
"1321","6"
"902","0"
"67/77","164637.41"
