
"Reference number","2022-20041992"
"Entity number","0462123836"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LOISIRS A LA FERME"
"Entity address street","RUE D'ONTHAINE"
"Entity address number","15"
"Entity postal code","5590"
"Entity city","Achêne"
"Entity country","Belgique"
"General assembly date","2022-05-19"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","4477.58"
"111","18592.01"
"13","1859.2"
"14","-49193.91"
"17","84793.76"
"3","3182.48"
"22","1255.53"
"23","33925.96"
"24","58398.94"
"26","26231.55"
"28","87.77"
"130/1","1859.2"
"8129P","664.26"
"40","3850.01"
"41","627.57"
"42","21477.24"
"44","8074"
"45","2220.02"
"46","47180"
"14P","-42264.38"
"8329","397485.46"
"22/27","119811.98"
"8199P","502551.38"
"10/49","170981.63"
"65","2407.55"
"21/28","119899.75"
"20/58","170981.63"
"10/11","18592.01"
"10/15","-28742.7"
"170/4","84793.76"
"8395P","87.77"
"450/3","2220.02"
"54/58","38669.78"
"630","35565.62"
"65/66B","2407.55"
"8129","664.26"
"8059P","664.26"
"8329P","361919.84"
"9903","-6812.53"
"9900","33650.01"
"9901","-4404.98"
"9906","-49193.91"
"9904","-6929.53"
"9905","-6929.53"
"42/48","114930.57"
"8279","35565.62"
"8395","87.77"
"440/4","8074"
"8169","14746.06"
"47/48","35979.31"
"172/3","84793.76"
"8059","664.26"
"640/8","2489.37"
"490/1","4752.04"
"30/36","3182.48"
"29/58","51081.88"
"17/49","199724.33"
"8199","517297.44"
"1311","1859.2"
"67/77","117"
