
"Reference number","2025-00075637"
"Entity number","0446394988"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m02-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Astridplaza"
"Entity address street","Koningin Astridplein"
"Entity address number","7"
"Entity postal code","2018"
"Entity city","Antwerpen-2018"
"Entity country","België"
"General assembly date","2025-04-08"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"1213","47.7"
"1212","25"
"1211","28"
"10032P","49.7"
"3","139563.8"
"3431","31"
"1011","91626"
"100P","5651735.25"
"3423","13.5"
"1003","97.6"
"3422","7"
"1002","44.1"
"3421","7"
"1001","60.8"
"10031P","42.2"
"10231P","1968907.27"
"2111","31"
"1022","1575450.34"
"1021","3079908.1"
"2103","6"
"3433","767.8"
"1013","138495"
"3432","800"
"2101","6"
"1012","46869"
"10232P","2547975.35"
"1033","19791.63"
"2113","775.6"
"2112","808"
"1023","4655358.44"
"609","-55225.48"
"8251P","0"
"617","207344.26"
"170/4","5999925.94"
"1053","81.1"
"1052","27"
"1051","60"
"620","3316649.89"
"621","891157.44"
"622","30388.2"
"623","417162.91"
"8912","5999925.94"
"630","2388548.56"
"65/66B","2275318.47"
"10011","30.6"
"10012","30.2"
"640","347987.35"
"10022","31.3"
"10021","12.8"
"664/7","11603.61"
"650","2254984.37"
"654","10355.23"
"10231","1889538.71"
"10232","2765819.73"
"440/4","791853.58"
"660","14132.59"
"1023P","4516882.62"
"66A","25736.2"
"640/8","348127.85"
"10211","1513230.99"
"10212","1566677.11"
"3053","781.3"
"3052","807"
"3051","38"
"10222","1199142.62"
"10221","376307.72"
"8523","0"
"492/3","0"
"600/8","790365.02"
"635/8","0"
"8303","822535.95"
"8301","23675.6"
"8302","120637.62"
"8553","0"
"12132","1"
"12131","1"
"75/76B","4509.96"
"12133","1.8"
"8321","35879650.43"
"8322","1920821.62"
"8326","0"
"8323","1749915.32"
"130/1","319.41"
"8553P","0"
"12112","10"
"12111","14"
"12113","21.8"
"12121","2"
"22/27","40547290.19"
"12123","3.6"
"12122","2"
"10/49","43043876.89"
"9441","4509.91"
"20/58","43043876.89"
"10/11","5651735.25"
"10/15","-10356207.83"
"12101","11"
"12103","20.5"
"12102","12"
"9461","2254055.02"
"54/58","1323652.27"
"1501","1.7"
"8393","0"
"1511","3126"
"8163","163747.2"
"8161","238211.12"
"8162","196988.59"
"1521","207344.26"
"8171","37626.01"
"8172","124045.01"
"8173","822718.13"
"490/1","144999.88"
"8192","2592532.54"
"8193","2183659.43"
"8191","75321485.59"
"8196","0"
"1323","47.3"
"1322","21"
"1321","31"
"40/41","888370.75"
"1341","25"
"454/9","365099.27"
"1333","4"
"8196P","0"
"1331","4"
"9073","128184.72"
"9077","365099.27"
"1103","59.8"
"1102","19"
"1343","29.8"
"1101","45"
"1342","6"
"9087","97.6"
"9088","138495"
"9086","88"
"1113","21.3"
"1112","8"
"1111","15"
"9098","3126"
"9097","1.7"
"670/3","0"
"8393P","0"
"10132P","73997"
"3101","11"
"10131P","57180"
"3112","807"
"3111","27"
"740","0"
"3103","11"
"10332P","19816.25"
"450/3","128184.72"
"750","0"
"3113","770.3"
"10132","82282"
"8802","5999925.94"
"10131","56213"
"8801","45749620.37"
"8821","45728345.74"
"1013P","131177"
"9903","-1362112.13"
"9901","908696.38"
"9906","-16008262.49"
"9904","-1362112.13"
"8523P","0"
"9905","-1362112.13"
"42/48","47400158.78"
"2053","781.6"
"2052","808"
"2051","37"
"641/8","140.5"
"10112","46608"
"8822","5999925.94"
"10111","45018"
"10331P","14156.16"
"8841","21274.63"
"652/9","20334.1"
"10121","11195"
"10122","35674"
"8192P","2519588.96"
"70/76A","15257358.11"
"10332","12456.48"
"10331","7335.15"
"30/36","139563.8"
"29/58","2496586.7"
"8191P","75120900.48"
"1033P","33972.41"
"17/49","53400084.72"
"8193P","2842630.36"
"100","5651735.25"
"12031","1"
"12033","1"
"8653","0"
"8322P","1758384.94"
"10","5651735.25"
"13","319.41"
"14","-16008262.49"
"17","5999925.94"
"9505","33825"
"8321P","33932653.6"
"22","39441835.16"
"23","671710.92"
"24","433744.11"
"12011","17"
"60/66A","14348661.73"
"130","319.41"
"12013","18.4"
"12012","2"
"34","139563.8"
"12021","1"
"12023","1"
"8323P","2437649.44"
"40","880144.83"
"41","8225.92"
"42","45749620.37"
"8453","0"
"44","791853.58"
"45","493283.99"
"46","365400.84"
"14P","-14646150.36"
"8326P","0"
"12001","13"
"60","735139.54"
"12003","13"
"61","6195751.14"
"62","4655358.44"
"65","2275318.47"
"66","25736.2"
"21/28","40547290.19"
"10031","41.5"
"171","5999925.94"
"173","0"
"10032","56.1"
"70","14585463.37"
"74","671894.74"
"75","4509.96"
"76","0"
"752/9","4509.96"
"1003P","91.9"
"8256","0"
"8253","0"
"8251","0"
"8252","0"
"8253P","0"
"9116","0"
"9351","51728271.68"
"8252P","0"
"8273","134801.83"
"8271","1970672.43"
"9361","5999925.94"
"8272","283074.3"
"9134","0"
"9139","0"
"47/48","0"
"9138","0"
"9371","45728345.74"
"9146","2829615.19"
"9147","479088.62"
"9145","2517346.78"
"9142","75891369.6"
"9141","75891369.6"
"8256P","0"
"8453P","0"
"1203","33.4"
"1202","2"
"1201","32"
"67/77","0"
