
"Reference number","2023-00507968"
"Entity number","0461551437"
"Accounting period start date","2022-04-01"
"Accounting period end date","2023-03-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LOGIFAM"
"Entity address street","FOCROULE"
"Entity address number","151"
"Entity postal code","6927"
"Entity city","Tellin"
"Entity country","Belgique"
"General assembly date","2023-09-25"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","49466.24"
"10","74368.06"
"14","-300391.39"
"17","247893.52"
"22","45956.43"
"23","173.62"
"26","10288.77"
"28","94.47"
"75/76B","3244.72"
"8309","46871.44"
"41","49466.24"
"44","14219.45"
"45","82.71"
"14P","-275413.03"
"8329","283758.55"
"22/27","56418.82"
"8199P","387565.49"
"10/49","107295.7"
"65","121.81"
"21/28","56513.29"
"20/58","107295.7"
"70","4400.3"
"10/11","74368.06"
"10/15","-226023.33"
"75","3244.72"
"170/4","247893.52"
"8395P","94.47"
"450/3","82.71"
"54/58","55.7"
"630","1645.87"
"65/66B","121.81"
"8329P","328984.12"
"9903","-24978.36"
"9900","-21646.44"
"9901","-28101.27"
"9906","-300391.39"
"9904","-24978.36"
"9905","-24978.36"
"60/61","27403.72"
"42/48","85425.51"
"8279","1645.87"
"8395","94.47"
"440/4","14219.45"
"47/48","71123.35"
"8179","47388.12"
"66A","389.45"
"640/8","4419.51"
"490/1","1260.47"
"29/58","50782.41"
"17/49","333319.03"
"8199","340177.37"
"174/0","247893.52"
"100","74368.06"
