
"Reference number","2023-00196369"
"Entity number","0420869637"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m08-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Le Roseau"
"Entity address street","Place Jean-Baptiste Carnoy"
"Entity address number","12"
"Entity postal code","1200"
"Entity city","Woluwe-Saint-Lambert"
"Entity country","Belgique"
"General assembly date","2023-06-19"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Association sans but lucratif"
"40/41","113703.57"
"454/9","1412.35"
"1213","0.4"
"1212","3"
"13","433838.06"
"14","233661.58"
"15","7317.55"
"17","1668755.11"
"20","0"
"21","4173.77"
"22","139063.45"
"23","38357.44"
"24","54018.35"
"27","1843596.35"
"28","2690.73"
"75/76B","563.1"
"1113","0.6"
"1112","4"
"12013","0.2"
"12012","1"
"1011","117"
"1003","1.2"
"1002","3.7"
"1001","0.6"
"8129P","1906.23"
"40","74577.36"
"41","39126.21"
"44","36199.65"
"45","1648.58"
"1022","0"
"1021","0"
"14P","197328.87"
"1013","1285"
"1012","1168"
"12112","3"
"8329","2999180.96"
"12113","0.4"
"22/27","2075035.59"
"1023","0"
"8199P","3665739.82"
"62","20131.05"
"10/49","2381420.53"
"65","27527.01"
"21/28","2081900.09"
"20/58","2381420.53"
"70","344676.47"
"73","273032.35"
"10/15","674817.19"
"75","563.10"
"170/4","1668755.11"
"1003P","1.1"
"631/4","6"
"1053","0.6"
"1052","4"
"8395P","2690.73"
"450/3","236.23"
"54/58","185361.55"
"630","110905.68"
"65/66B","27527.01"
"8129","3426.23"
"8059P","7600"
"8329P","2890689.84"
"1013P","838"
"9903","36332.71"
"9900","236912.13"
"9901","63296.62"
"9906","233661.58"
"9904","36332.71"
"9905","36332.71"
"60/61","380796.69"
"42/48","37848.23"
"8279","108491.12"
"2053","5.8"
"2052","15"
"2051","3"
"8395","2690.73"
"440/4","36199.65"
"8169","1408476.73"
"1023P","0"
"8059","7600"
"640/8","42572.78"
"490/1","455.32"
"3053","6.2"
"3052","16"
"3051","3"
"29/58","299520.44"
"8079","1520"
"17/49","1706603.34"
"8199","5074216.55"
"174/0","1668755.11"
"1203","0.2"
"1323","0.6"
"1202","1"
"1322","4"
