
"Reference number","2023-00488788"
"Entity number","0455464389"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","STAR LEISURE GROUP"
"Entity address street","Rue de Florence"
"Entity address number","6"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2023-05-09"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","135452.72"
"492/3","2025.72"
"1341","4"
"1213","5.2"
"1212","5"
"1211","2"
"10","74368.06"
"12","5160022.44"
"14","-4886310.69"
"17","1957170.50"
"1103","9.2"
"1102","8"
"1343","6.1"
"1101","5"
"1342","4"
"22","1949237.75"
"23","125883.47"
"24","15130.17"
"12011","3"
"28","371.84"
"75/76B","8903.16"
"1113","1.1"
"1112","2"
"12013","5.1"
"12012","5"
"12022","1"
"1132","1"
"1011","4323"
"1003","10.3"
"1002","11.2"
"1001","4.3"
"12023","0.9"
"40","32598.18"
"41","102854.54"
"42","3963.14"
"44","467691.83"
"45","36713.40"
"46","51064.98"
"1022","160245"
"1021","151786"
"14P","-4760563"
"1013","10454"
"1133","0.9"
"1012","6131"
"8329","11166817.66"
"12112","5"
"12111","2"
"12113","5.2"
"22/27","2090251.39"
"1023","312031"
"8199P","13215321"
"62","300760.78"
"10/49","2867943.38"
"65","23484.42"
"21/28","2090623.23"
"20/58","2867943.38"
"70","1104846.69"
"10/11","74368.06"
"10/15","348079.81"
"75","8903.16"
"170/4","1957170.50"
"1003P","11.6"
"1053","11.2"
"1052","11"
"1051","5"
"8395P","371.84"
"8913","1957170.50"
"450/3","36713.40"
"54/58","637383.66"
"630","430742.28"
"65/66B","23484.42"
"8329P","10736076"
"1013P","2306"
"9903","-125721.74"
"9900","722435.01"
"9901","-111140.48"
"9906","-4886310.69"
"9904","-125747.69"
"60/61","487113.72"
"9905","-125747.69"
"42/48","560667.35"
"8279","430741.66"
"2053","2"
"2052","4"
"8395","371.84"
"440/4","467691.83"
"8169","41748.05"
"47/48","1234"
"1023P","112453"
"172/3","1957170.50"
"640/8","102072.43"
"490/1","4483.77"
"3053","1.3"
"3052","3"
"29/58","777320.15"
"17/49","2519863.57"
"8199","13257069.05"
"100","74368.06"
"1203","6"
"1323","5"
"1202","6"
"1322","7"
"1201","3"
"1321","1"
"67/77","25.95"
