
"Reference number","2026-00135772"
"Entity number","0402108748"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","TREVISO2"
"Entity address street","Rue de la Longue Haie"
"Entity address number","32"
"Entity postal code","1050"
"Entity city","Ixelles"
"Entity country","Belgique"
"General assembly date","2025-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","6417.31"
"454/9","2461.85"
"11","18592.01"
"13","1500"
"14","-30124.09"
"3","740.78"
"28","1111.93"
"130/1","1500"
"40","6417.31"
"42","9000"
"44","6275.72"
"45","6410.56"
"14P","-37446.37"
"8329","33680.87"
"8199P","33680.87"
"10/49","11654.20"
"62","13930.25"
"65","269.83"
"21/28","1111.93"
"20/58","11654.20"
"10/11","18592.01"
"10/15","-10032.08"
"8395P","1111.93"
"450/3","3948.71"
"54/58","3384.18"
"630","26324.83"
"65/66B","269.83"
"8329P","7356.04"
"9903","7322.28"
"9900","55344.17"
"9901","7592.11"
"9906","-30124.09"
"9904","7322.28"
"9905","7322.28"
"42/48","21686.28"
"8279","26324.83"
"8395","1111.93"
"440/4","6275.72"
"640/8","7496.98"
"1109/19","18592.01"
"30/36","740.78"
"29/58","10542.27"
"17/49","21686.28"
"8199","33680.87"
"1311","1500"
