
"Reference number","2022-20323004"
"Entity number","0657895075"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","FARAH"
"Entity address street","Dorpsplaats"
"Entity address number","1"
"Entity postal code","2531"
"Entity city","Vremde"
"Entity country","België"
"General assembly date","2022-06-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap met beperkte aansprakelijkheid"
"40/41","5126.77"
"111","12400"
"13","1860"
"14","14393.17"
"17","4600.17"
"3","999.35"
"26","9625.4"
"28","440"
"75/76B","154.53"
"1011","439"
"1003","1.9"
"1002","0.3"
"1001","1.8"
"130/1","1860"
"8129P","4500"
"40","2705.83"
"41","2420.94"
"42","3586.84"
"44","3999.24"
"45","2265.84"
"1022","1065.88"
"1021","6781.5"
"14P","7787.77"
"1013","508"
"1012","69"
"8329","19304.3"
"22/27","9625.4"
"1023","7847.38"
"8199P","17605.7"
"62","7847.38"
"10/49","46937.88"
"65","433.6"
"21/28","10065.4"
"20/58","46937.88"
"10/11","12400"
"10/15","28653.17"
"75","154.53"
"170/4","4600.17"
"1003P","1.2"
"8395P","440"
"450/3","2265.84"
"54/58","30746.36"
"630","3959.17"
"65/66B","433.6"
"8129","5000"
"8059P","5000"
"8329P","15845.13"
"1013P","231"
"9903","6605.4"
"9900","19955.38"
"9901","6884.47"
"9906","14393.17"
"9904","6605.4"
"9905","6605.4"
"42/48","13684.54"
"8279","3459.17"
"2053","6"
"2051","6"
"8395","440"
"440/4","3999.24"
"8169","11324"
"47/48","3832.62"
"1023P","3457.48"
"172/3","4600.17"
"8059","5000"
"640/8","1264.36"
"3053","5.4"
"3052","1"
"3051","5"
"30/36","999.35"
"29/58","36872.48"
"8079","500"
"17/49","18284.71"
"8199","28929.7"
"1311","1860"
