
"Reference number","2023-00250882"
"Entity number","0457406072"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","ORSHOF"
"Entity address street","Heymansweg"
"Entity address number","2"
"Entity postal code","3670"
"Entity city","Oudsbergen"
"Entity country","België"
"General assembly date","2023-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","168456.31"
"492/3","93702.44"
"1341","3"
"454/9","72363.18"
"111","18592.01"
"1213","7"
"1211","7"
"13","245021.28"
"17","350000"
"3","44351.02"
"1103","12.5"
"1102","1"
"1343","3"
"1101","12"
"23","36129.79"
"24","63402.21"
"27","356611.34"
"12011","5"
"75/76B","91.82"
"9087","18.9"
"133","243162.08"
"12013","5.5"
"12012","1"
"6921","2124.02"
"1011","27154"
"1003","18.9"
"1002","2.8"
"1001","17.5"
"130/1","1859.2"
"40","88866.74"
"41","79589.57"
"43","18777.85"
"44","64544.32"
"45","72427.99"
"1022","58209.45"
"1021","706264.27"
"1013","29392"
"1012","2238"
"8329","739294.13"
"12111","7"
"12113","7"
"22/27","456143.34"
"1023","764473.72"
"8199P","1120066.92"
"62","764473.72"
"10/49","956125.11"
"65","28029.13"
"21/28","456143.34"
"20/58","956125.11"
"10/11","18592.01"
"10/15","263613.29"
"75","91.82"
"170/4","250000"
"1003P","21.3"
"1053","12.5"
"1052","1"
"1051","12"
"178/9","100000"
"8913","350000"
"450/3","64.81"
"54/58","250420.99"
"630","56001.39"
"65/66B","28029.13"
"691/2","2124.02"
"8329P","683292.74"
"1013P","22622"
"9903","2431.17"
"9900","852731.69"
"9901","30368.48"
"9906","2124.02"
"9904","2124.02"
"9905","2124.02"
"42/48","248809.38"
"8279","56001.39"
"2053","687.5"
"2052","279"
"2051","431"
"440/4","64544.32"
"8169","75370.55"
"47/48","93059.22"
"1023P","485039.62"
"640/8","1888.1"
"490/1","36753.45"
"3053","688.2"
"3052","282"
"3051","431"
"30/36","44351.02"
"29/58","499981.77"
"17/49","692511.82"
"8199","1195437.47"
"430/8","18777.85"
"1311","1859.2"
"174/0","250000"
"1203","5.5"
"1323","9.5"
"1202","1"
"1322","1"
"1201","5"
"1321","9"
"67/77","307.15"
