
"Reference number","2026-00114548"
"Entity number","0417223526"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","VILERGER"
"Entity address street","Rue de Vitrival"
"Entity address number","32"
"Entity postal code","5070"
"Entity city","Fosses-la-Ville"
"Entity country","Belgique"
"General assembly date","2026-04-24"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","63510.80"
"492/3","924.97"
"10","243010"
"13","4158585.65"
"16","0"
"17","5720"
"22","306371.78"
"24","2123.38"
"28","3471721.44"
"75/76B","48913.44"
"130","24301.00"
"132","14379.24"
"133","4119905.41"
"6921","2000000.00"
"8309","1911789.20"
"694/7","600000"
"130/1","24301"
"40","16600.13"
"41","46910.67"
"44","7468.77"
"45","556479.1"
"791/2","400300.58"
"8329","513737.44"
"22/27","308495.16"
"168","0.00"
"8199P","3030667.36"
"10/49","5572188.49"
"65","549.37"
"66","27846.35"
"21/28","3780216.60"
"20/58","5572188.49"
"10/11","243010"
"10/15","4401595.65"
"75","48913.44"
"76","3226302.65"
"178/9","5720.00"
"8395P","3721721.44"
"8912","5720.00"
"450/3","556479.10"
"54/58","1725992.69"
"630","25265.87"
"65/66B","549.37"
"691/2","2000000"
"8386","-250000.00"
"8329P","2400260.77"
"9903","3184508.06"
"9900","3216491.46"
"9901","3136143.99"
"9906","2199699.42"
"9904","2189042.39"
"9905","2199699.42"
"42/48","1163947.87"
"76A","3226302.65"
"8279","25265.87"
"8395","3471721.44"
"440/4","7468.77"
"8169","8313.69"
"47/48","600000.00"
"780","3533.05"
"789","10657.03"
"8179","2224446.29"
"66A","27846.35"
"640/8","27235.25"
"490/1","2468.40"
"8189","7697.84"
"29/58","1791971.89"
"17/49","1170592.84"
"8199","822232.60"
"694","600000.00"
"100","243010.00"
"67/77","998998.72"
