
"Reference number","2022-20525119"
"Entity number","0476585249"
"Accounting period start date","2021-04-01"
"Accounting period end date","2022-03-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Site 78"
"Entity address street","Hoogstraat"
"Entity address number","78"
"Entity address box","A"
"Entity postal code","2870"
"Entity city","Puurs-Sint-Amands"
"Entity country","België"
"General assembly date","2022-09-09"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","500140"
"492/3","880240"
"454/9","1215"
"111","6200"
"1213","0.6"
"1212","1"
"13","188616"
"14","57483"
"17","1104868"
"3","803691"
"21","300"
"22","1386231"
"23","25241"
"24","65772"
"75/76B","762"
"9087","0.2"
"133","186756"
"1113","0.6"
"1112","1"
"6921","10713"
"1003","0.2"
"1002","0.5"
"130/1","1860"
"8129P","600"
"40","499945"
"41","195"
"42","435346"
"43","10071"
"44","53056"
"45","83369"
"46","1788"
"14P","57483"
"1013","350"
"1012","350"
"8329","522917"
"12112","1"
"12113","0.6"
"22/27","1477244"
"1023","6464"
"8199P","1432278"
"62","6464"
"10/49","2855541"
"65","28688"
"21/28","1477544"
"20/58","2855541"
"10/11","6200"
"10/15","252299"
"75","762"
"170/4","1104868"
"631/4","21981"
"1053","0.6"
"1052","1"
"8912","481627"
"8913","623241"
"450/3","82154"
"54/58","68833"
"630","111581"
"65/66B","28688"
"8129","700"
"8059P","1000"
"691/2","10713"
"8329P","411436"
"9903","12239"
"9900","181853"
"9901","40165"
"9906","68196"
"9904","10713"
"9905","10713"
"42/48","618134"
"8279","111481"
"2053","13"
"2052","9"
"2051","9"
"440/4","53056"
"8169","567883"
"47/48","34504"
"172/3","954868"
"8059","1000"
"640/8","1662"
"490/1","5333"
"3053","12.4"
"3052","8"
"3051","9"
"29/58","1377997"
"30/36","803691"
"8079","100"
"17/49","2603242"
"8199","2000161"
"430/8","10071"
"1311","1860"
"174/0","150000"
"1323","0.6"
"1322","1"
"67/77","1526"
