
"Reference number","2025-00327201"
"Entity number","0435650655"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Antwerp Harbour Hotel"
"Entity address street","Noorderlaan"
"Entity address number","100"
"Entity postal code","2030"
"Entity city","Antwerpen-2030"
"Entity country","België"
"General assembly date","2025-07-29"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","328669.08"
"9500","208124.04"
"492/3","66190.47"
"1341","7"
"454/9","91879.96"
"9062","1858183.91"
"111","446208.34"
"1213","6.6"
"1212","2"
"1211","5"
"12","5326498.88"
"13","892416.41"
"14","-1338912.55"
"17","1620175"
"3","15536.24"
"1103","16.1"
"1102","3"
"1343","8.3"
"1101","14"
"1342","2"
"22","6433179.07"
"23","188566.4"
"24","928.40"
"29","218124.04"
"75/76B","13044.49"
"9087","17"
"133","892416.41"
"8309","8004.26"
"1011","26149"
"1003","17"
"1002","1.6"
"1001","15.9"
"8129P","50000"
"40","306047.53"
"41","22621.55"
"42","238983.91"
"43","17319.03"
"44","113481.45"
"45","142489.94"
"46","38786.45"
"1022","59497.97"
"1021","946073.58"
"14P","-1315871.89"
"1013","28161"
"1012","2012"
"8329","3912797.04"
"22/27","6622673.87"
"1023","1005571.55"
"12002","1"
"12001","9"
"12003","9.5"
"8199P","4331998.49"
"62","1005571.55"
"10/49","7564864.60"
"65","115146.89"
"66","823.41"
"21/28","6622673.87"
"20/58","7564864.60"
"291","218124.04"
"10/11","446208.34"
"10/15","5326211.08"
"75","11717.17"
"76","1327.32"
"170/4","1619200"
"1003P","16.8"
"1053","16.1"
"1052","3"
"1051","14"
"178/9","975"
"12101","5"
"8912","909600"
"8913","710575"
"12103","6.6"
"12102","2"
"8259","6218915.29"
"450/3","50609.98"
"54/58","367378.17"
"630","205224.69"
"65/66B","115146.89"
"6502","0"
"8129","50000"
"8922","1858183.91"
"8059P","50000"
"8329P","3715576.61"
"1013P","27593"
"9903","-22830.48"
"9900","1418100.68"
"9901","79271.92"
"9906","-1338912.55"
"9904","-23040.66"
"9905","-23040.66"
"42/48","552288.05"
"76A","0"
"76B","1327.32"
"8279","205224.69"
"2053","2"
"2051","2"
"892","1858183.91"
"440/4","113481.45"
"8722","0"
"8169","13656.29"
"47/48","1227.27"
"1023P","892063.41"
"172/3","1619200"
"8179","29099.16"
"66A","823.41"
"91611","6433179.07"
"8732","0"
"8059","50000"
"640/8","127209.11"
"439","17319.03"
"490/1","12483.2"
"3053","1"
"3051","1"
"30/36","15536.24"
"29/58","942190.73"
"17/49","2238653.52"
"8199","4316555.62"
"91631","2508000"
"8259P","6218915.29"
"91621","242000"
"1203","9.5"
"1323","7.8"
"1202","1"
"1322","1"
"1201","9"
"1321","7"
"902","0"
"67/77","210.18"
