
"Reference number","2022-20331537"
"Entity number","0453930504"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","HOTEL LIMBURGIA NV"
"Entity address street","OP 'T BROEK"
"Entity address number","4"
"Entity postal code","3770"
"Entity city","Riemst"
"Entity country","België"
"General assembly date","2022-05-04"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","4113.01"
"454/9","9722.57"
"1213","1.1"
"1212","3"
"10","275050"
"13","64364.59"
"14","79210.88"
"17","128558.17"
"3","3736.15"
"1103","2.1"
"1102","3"
"1101","1"
"21","1658.17"
"22","438577.47"
"23","22144.94"
"24","11186.19"
"28","50"
"75/76B","216.42"
"130","27505"
"133","36859.59"
"1011","466"
"1003","1.9"
"1002","4"
"1001","0.3"
"130/1","27505"
"8129P","3504.21"
"40","4113.01"
"42","23362.82"
"44","21004.60"
"45","22617.47"
"14P","42893.33"
"1013","2942"
"1012","2476"
"8329","1248471.32"
"12112","2"
"12113","0.7"
"22/27","471908.60"
"1023","58780.45"
"12001","1"
"8199P","1715892.13"
"12003","1"
"62","58780.45"
"10/49","639460.04"
"65","5418.73"
"21/28","473616.77"
"20/58","639460.04"
"10/11","275050"
"10/15","418625.47"
"75","216.42"
"170/4","128558.17"
"1003P","1.2"
"1053","2.1"
"1052","3"
"1051","1"
"8395P","50"
"12103","0.4"
"12102","1"
"450/3","12894.90"
"54/58","148458.84"
"630","76768.93"
"65/66B","5418.73"
"8129","4333.41"
"8059P","5991.58"
"8329P","1172531.59"
"1013P","1504"
"9903","36317.55"
"9900","183405.81"
"9901","41519.86"
"9906","79210.88"
"9904","36317.55"
"9905","36317.55"
"42/48","92276.40"
"8279","75939.73"
"2053","2.5"
"2052","3"
"8395","50"
"2051","1"
"440/4","21004.60"
"8169","4487.79"
"47/48","25291.51"
"1023P","27807.43"
"172/3","128558.17"
"8059","5991.58"
"640/8","6336.57"
"490/1","9535.27"
"3053","1.2"
"3052","3"
"29/58","165843.27"
"30/36","3736.15"
"8079","829.20"
"17/49","220834.57"
"8199","1720379.92"
"100","275050"
"1203","1"
"1323","2.1"
"1322","3"
"1201","1"
"1321","1"
