
"Reference number","2022-20041716"
"Entity number","0420045038"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","RESTAURANT DE WATERMOLEN"
"Entity address street","Houtum"
"Entity address number","61"
"Entity postal code","2460"
"Entity city","Kasterlee"
"Entity country","België"
"General assembly date","2022-05-09"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","119577.21"
"9502","60526.19"
"9500","85220.04"
"454/9","40854.4"
"1213","2.8"
"1212","7"
"1211","0"
"10","62000"
"13","29929.84"
"14","-161305.31"
"17","17573.3"
"3","94499.57"
"1103","12.1"
"1102","8"
"1343","1.9"
"1101","9"
"1342","3"
"22","34022.09"
"23","20427.28"
"24","2293.48"
"25","9963.12"
"12011","9"
"75/76B","5943.72"
"9087","16.4"
"130","6200"
"133","23729.84"
"12013","9.3"
"12012","1"
"8309","47519.7"
"1011","13964"
"1003","16.4"
"1002","9.3"
"1001","12.3"
"130/1","6200"
"40","30238.75"
"41","89338.46"
"42","29017.52"
"43","205000"
"44","46790.68"
"45","46852.63"
"1022","82253.99"
"1021","316144.96"
"14P","-229165.11"
"1013","17596"
"1012","3632"
"12112","6"
"8329","2048481.45"
"12113","2.5"
"22/27","66705.97"
"1023","398398.95"
"8199P","2175033.01"
"62","398398.95"
"10/49","336384.85"
"65","12841.76"
"21/28","66705.97"
"20/58","336384.85"
"10/11","62000"
"10/15","-69375.47"
"75","5943.72"
"170/4","17573.3"
"1003P","19.1"
"1053","12.1"
"1052","8"
"1051","9"
"8912","17573.3"
"12103","0.3"
"12102","1"
"450/3","5998.23"
"54/58","55602.1"
"630","35475.52"
"65/66B","12841.76"
"6502","0"
"8329P","2060525.63"
"1013P","17152"
"9903","68328.6"
"9900","520546.66"
"9901","75226.64"
"9906","-161305.31"
"9904","67859.8"
"9905","67859.8"
"42/48","388187.02"
"8279","35475.52"
"2053","384.9"
"2052","3"
"2051","384"
"440/4","46790.68"
"8721","0"
"8722","0"
"8169","19353.91"
"47/48","60526.19"
"1023P","369488.79"
"172/3","17573.3"
"8179","79199.5"
"8732","0"
"8731","0"
"640/8","11445.55"
"3053","388.4"
"3052","3"
"3051","387"
"30/36","94499.57"
"29/58","269678.88"
"17/49","405760.32"
"8199","2115187.42"
"430/8","205000"
"100","62000"
"1203","9.3"
"1323","10.2"
"1202","1"
"1322","5"
"1201","9"
"1321","9"
"67/77","468.8"
