
"Reference number","2023-00334193"
"Entity number","0473396226"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","YJV BEHEER"
"Entity address street","Herentalsstraat"
"Entity address number","18"
"Entity postal code","2300"
"Entity city","Turnhout"
"Entity country","België"
"General assembly date","2023-05-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","149127.26"
"492/3","63336"
"8455P","0"
"8525","0"
"10","3178972.14"
"14","-1185677.03"
"17","390000"
"22","1434148.54"
"28","549560"
"8555","2724348.46"
"75/76B","1139.15"
"41","149127.26"
"44","102.41"
"8455","0"
"14P","-1020751.8"
"8329","1392055.02"
"22/27","1434148.54"
"8199P","2816014.26"
"10/49","2467850.25"
"8555P","2724348.46"
"65","17908.42"
"21/28","1983708.54"
"20/58","2467850.25"
"10/11","3178972.14"
"10/15","1993295.11"
"75","1139.15"
"170/4","390000"
"8395P","3273908.46"
"54/58","326852.39"
"630","148775.72"
"65/66B","17908.42"
"8329P","1243279.3"
"9903","-164925.23"
"9900","7967.72"
"9901","-148155.96"
"9906","-1185677.03"
"9904","-164925.23"
"9905","-164925.23"
"42/48","21219.14"
"76A","1630.24"
"8279","148775.72"
"8395","3273908.46"
"440/4","102.41"
"8169","10189.3"
"47/48","21116.73"
"8525P","0"
"640/8","7347.96"
"50/53","6483.55"
"490/1","1678.51"
"29/58","484141.71"
"17/49","474555.14"
"8199","2826203.56"
"174/0","390000"
"100","3178972.14"
