
"Reference number","2024-00240084"
"Entity number","0437385470"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","SOGIMAL"
"Entity address street","Arimont - Chemin du Val"
"Entity address number","30"
"Entity postal code","4960"
"Entity city","Bellevaux-Ligneuville"
"Entity country","Belgique"
"General assembly date","2024-06-21"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","235354.52"
"492/3","1474.63"
"1341","3"
"454/9","59400.7"
"9062","353209.94"
"110","37695.42"
"1213","8.6"
"1212","20"
"1211","3"
"13","69344.32"
"14","634048.08"
"15","54059.95"
"17","252578.19"
"1103","6.6"
"1102","6"
"1343","4.2"
"1101","3"
"1342","3"
"22","1003651.18"
"23","6520.16"
"24","2058.61"
"25","47389.37"
"27","8677.69"
"28","152.46"
"12131","1"
"75/76B","36070.59"
"9087","9.3"
"132","7163.4"
"133","62180.92"
"1113","2.6"
"1112","16"
"12013","0.6"
"12133","1"
"12012","2"
"1011","5669"
"694/7","200000"
"1003","9.3"
"1002","21.4"
"1001","3.3"
"8129P","7938.22"
"40","20141.34"
"41","215213.18"
"42","100631.75"
"44","105113.24"
"45","62405.19"
"46","140595.17"
"1022","231746.63"
"1021","171555.45"
"14P","553008.87"
"1013","13327"
"1012","7658"
"12112","16"
"8329","2688425.57"
"12111","1"
"12113","4.9"
"12121","1"
"22/27","1068297.01"
"1023","403302.08"
"12123","1.8"
"12122","1"
"8199P","3666203.25"
"62","403302.08"
"10/49","1657965.94"
"65","23301.96"
"21/28","1068449.47"
"20/58","1657965.94"
"10/11","37695.42"
"10/15","795147.77"
"75","36070.59"
"170/4","252578.19"
"1003P","9.2"
"1053","9.2"
"1052","22"
"1051","3"
"8395P","152.46"
"8912","252578.19"
"12103","0.9"
"12102","3"
"450/3","3004.49"
"54/58","346254.83"
"630","179105.66"
"65/66B","23301.96"
"8129","8349.98"
"8922","353209.94"
"8059P","8349.98"
"8329P","2509731.67"
"1013P","13914"
"9903","301958.54"
"9900","915345.4"
"9901","289189.91"
"9906","834048.08"
"9904","281039.21"
"9905","281039.21"
"42/48","608765.35"
"8279","178693.9"
"2053","2.6"
"2052","14"
"8395","152.46"
"892","353209.94"
"440/4","105113.24"
"8169","90519.33"
"47/48","200020"
"1023P","380785.11"
"172/3","252578.19"
"91611","548717.37"
"8059","8349.98"
"640/8","43747.75"
"490/1","7907.12"
"3053","2"
"3052","12"
"29/58","589516.47"
"8079","411.76"
"17/49","862818.17"
"8199","3756722.58"
"695","200000"
"91621","100000"
"1203","0.6"
"1323","5"
"1202","2"
"1322","19"
"67/77","20919.33"
