
"Reference number","2023-00165242"
"Entity number","0646956148"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","WAVRE HOTEL"
"Entity address street","Avenue Lavoisier"
"Entity address number","12"
"Entity postal code","1300"
"Entity city","Wavre"
"Entity country","Belgique"
"General assembly date","2023-06-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","58297"
"12031","0"
"12033","0"
"12032","0"
"1341","4"
"9061","907950"
"454/9","957"
"1213","2"
"1333","0"
"1212","0"
"1332","0"
"1211","2"
"1331","0"
"8525","2376"
"10","120000"
"14","-935717"
"15","185188"
"17","810448"
"3","5681"
"1103","5"
"1102","0"
"1343","4"
"1101","5"
"1342","0"
"22","903443"
"23","28290"
"24","643"
"25","813859"
"12132","0"
"12011","2"
"28","203"
"12131","0"
"1121","0"
"75/76B","23097"
"1113","0"
"1112","0"
"1111","0"
"12013","0"
"12133","0"
"12012","0"
"12022","0"
"12021","1"
"1132","0"
"1011","9400"
"1131","0"
"1003","9.3"
"1123","0"
"1002","3.9"
"1122","0"
"1001","6.7"
"12023","1"
"8129P","21098"
"40","58297"
"42","97502"
"44","171782"
"45","8681"
"46","202"
"1022","67811"
"1021","317702"
"14P","-795289"
"1013","11840"
"1133","0"
"1012","2440"
"12112","0"
"8329","1747414"
"12111","0"
"12113","0"
"12121","2"
"22/27","1746235"
"1023","385513"
"12123","2"
"12002","0"
"12122","0"
"12001","0"
"12003","0"
"8199P","3470570"
"62","391740"
"10/49","1907303"
"65","35425"
"8475","2376"
"21/28","1746438"
"20/58","1907303"
"70","1082453"
"10/11","120000"
"10/15","-630529"
"75","19538"
"76","3559"
"170/4","810448"
"1003P","6.9"
"1053","5"
"1052","0"
"1051","5"
"8395P","2579"
"12101","0"
"8912","414151"
"8913","396297"
"12103","0"
"12102","0"
"450/3","7724"
"54/58","52212"
"630","244693"
"65/66B","35425"
"753","18795"
"8921","907950"
"8129","21549"
"8059P","21549"
"8329P","1503172"
"1013P","4673"
"9903","-140219"
"9900","550556"
"9901","-127891"
"9906","-935717"
"9904","-140428"
"9905","-140428"
"60/61","642746"
"42/48","1727384"
"76B","3559"
"8279","244242"
"2053","15.8"
"2052","12"
"2051","10"
"8395","2579"
"891","907950"
"440/4","171782"
"8169","23079"
"47/48","1449217"
"1023P","159266"
"172/3","810448"
"91611","813850"
"8059","21549"
"640/8","42014"
"490/1","44675"
"3053","17"
"3052","12"
"3051","11"
"30/36","5681"
"29/58","160865"
"1303","0"
"1302","0"
"1301","0"
"8079","451"
"17/49","2537832"
"8199","3493649"
"91631","1400000"
"91621","55000"
"100","120000"
"1203","3"
"1323","1"
"1202","0"
"1322","0"
"1201","3"
"1321","1"
"67/77","209"
