
"Reference number","2023-00454565"
"Entity number","0463404731"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","M.V.V.C."
"Entity address street","Galgestraat"
"Entity address number","30"
"Entity postal code","8930"
"Entity city","Menen"
"Entity country","België"
"General assembly date","2023-07-25"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","603.66"
"492/3","5000"
"111","18600.00"
"12","27334.28"
"14","-50440.80"
"17","3218.55"
"3","438.98"
"22","3800.00"
"23","8361.39"
"24","2648.58"
"26","16634.28"
"75/76B","0.72"
"8129P","908.3"
"41","603.66"
"42","1995.84"
"43","2101.88"
"44","1073.3"
"45","580.37"
"14P","-37481.64"
"8329","253428.18"
"22/27","31444.25"
"8199P","257538.15"
"10/49","35514.18"
"65","1496.97"
"21/28","31444.25"
"20/58","35514.18"
"10/11","18600"
"10/15","-4506.52"
"75","0.72"
"170/4","3218.55"
"8259","27334.28"
"450/3","580.37"
"54/58","3027.29"
"630","2259.29"
"65/66B","1496.97"
"8129","908.3"
"8059P","908.3"
"8329P","251168.89"
"9903","-12689.04"
"9900","-6319.83"
"9901","-11192.79"
"9906","-50440.80"
"9904","-12959.16"
"9905","-12959.16"
"42/48","31802.15"
"8279","2259.29"
"440/4","1073.30"
"47/48","26050.76"
"172/3","3218.55"
"8059","908.3"
"640/8","2613.67"
"439","2101.88"
"30/36","438.98"
"29/58","4069.93"
"17/49","40020.70"
"8199","257538.15"
"8259P","27334.28"
"67/77","270.12"
