
"Reference number","2022-20279784"
"Entity number","0477036991"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","HOREA"
"Entity address street","Rue Jean-Baptiste Stouffs"
"Entity address number","20"
"Entity address box","4"
"Entity postal code","1332"
"Entity city","Rixensart"
"Entity country","Belgique"
"General assembly date","2022-06-21"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","362"
"111","18550"
"12","1021791"
"14","-131013"
"17","60355"
"22","1031988"
"23","5861"
"26","1537"
"41","362"
"42","13397"
"44","559"
"14P","-90308"
"8329","860420"
"22/27","1039386"
"8219","35875"
"8199P","872442"
"10/49","1046723"
"65","2437"
"21/28","1039386"
"20/58","1046723"
"10/11","18550"
"10/15","909328"
"170/4","60355"
"8912","60355"
"8259","1021791"
"54/58","6975"
"630","58784"
"65/66B","2437"
"8329P","801636"
"9903","-40705"
"9900","24792"
"9901","-38268"
"9906","-131013"
"9904","-40705"
"9905","-40705"
"42/48","77040"
"8279","58784"
"440/4","559"
"8169","5573"
"47/48","63084"
"172/3","60355"
"640/8","4276"
"29/58","7337"
"17/49","137395"
"8199","878015"
"8259P","985916"
