
"Reference number","2026-00112416"
"Entity number","0406990422"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LE RENARD"
"Entity address street","PLACE SAINTE CATHERINE"
"Entity address number","5-7"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2026-05-01"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","748.47"
"111","19831.48"
"13","1983.15"
"14","-54146.71"
"130/1","1983.15"
"40","748.47"
"43","0.94"
"14P","-80482.03"
"10/49","9991.66"
"65","39.14"
"20/58","9991.66"
"10/11","19831.48"
"10/15","-32332.08"
"54/58","2457.67"
"65/66B","39.14"
"9903","26335.32"
"9900","27696.31"
"9901","26374.46"
"9906","-54146.71"
"9904","26335.32"
"9905","26335.32"
"42/48","42323.74"
"47/48","42322.80"
"640/8","1321.85"
"490/1","6785.52"
"29/58","9991.66"
"17/49","42323.74"
"430/8","0.94"
"1311","1983.15"
