
"Reference number","2023-00174707"
"Entity number","0451182335"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Dorimo"
"Entity address street","Rue du Carne"
"Entity address number","117"
"Entity postal code","7742"
"Entity city","Hérinnes-lez-Pecq"
"Entity country","Belgique"
"General assembly date","2023-06-08"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","15397.59"
"492/3","0"
"1341","1"
"454/9","17596.6"
"111","32000"
"1213","4.3"
"1212","5"
"1211","2"
"8455P","0"
"8525","0"
"13","440018.18"
"14","62657.68"
"15","78666.26"
"17","74150.74"
"1103","3.7"
"1102","3"
"1343","2"
"1101","2"
"1342","1"
"21","44875.39"
"22","541023.17"
"23","43672.47"
"24","19662.7"
"28","476.24"
"8555","0"
"75/76B","17301.52"
"133","436818.18"
"1113","0.6"
"1112","2"
"6921","160000"
"1011","3533"
"1003","4.3"
"1002","3.9"
"1001","2"
"130/1","3200"
"40","8089"
"41","7308.59"
"42","37347.76"
"44","40310.17"
"45","34613.13"
"46","96240.12"
"8455","0"
"1022","32063"
"1021","68346"
"14P","61014.1"
"1013","5262"
"1012","1729"
"12112","5"
"8329","690625.71"
"12111","2"
"12113","4.3"
"22/27","604358.34"
"1023","100409"
"8199P","1238997.8"
"62","102769.35"
"10/49","1090591.07"
"8555P","0"
"65","2783.35"
"21/28","649709.97"
"20/58","1090591.07"
"10/11","32000"
"10/15","613342.12"
"75","17301.52"
"170/4","74150.74"
"1003P","4.2"
"1053","4.3"
"1052","5"
"1051","2"
"8395P","476.24"
"450/3","17016.53"
"54/58","418655.96"
"630","94893.98"
"65/66B","2783.35"
"753","17301.48"
"8129","11218.85"
"691/2","160000"
"8329P","606950.58"
"8029","56094.24"
"1013P","4408"
"9903","220652.63"
"9900","408209.2"
"9901","206134.46"
"9906","222657.68"
"9904","161643.58"
"9905","161643.58"
"42/48","403098.21"
"76A","1889"
"8279","83675.13"
"2053","78.1"
"2052","91"
"2051","1"
"8395","476.24"
"440/4","40310.17"
"8169","55986.25"
"47/48","194587.03"
"1023P","78773"
"172/3","74150.74"
"8525P","0"
"66A","700"
"8059","56094.24"
"640/8","3711.41"
"490/1","6827.55"
"3053","77.1"
"3052","90"
"3051","1"
"29/58","440881.1"
"91712","140000"
"8079","11218.85"
"17/49","477248.95"
"8199","1294984.05"
"1311","3200"
"1323","2.3"
"1322","4"
"1321","1"
"67/77","59009.05"
