
"Reference number","2023-00058455"
"Entity number","0406990422"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Le Renard"
"Entity address street","Avenue de la Joyeuse Entrée"
"Entity address number","24"
"Entity postal code","1040"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2023-04-01"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","288.65"
"111","19831.48"
"13","1983.15"
"14","-63551.92"
"130/1","1983.15"
"40","78.65"
"41","210"
"43","0.94"
"14P","-63551.92"
"10/49","288.65"
"20/58","288.65"
"10/11","19831.48"
"10/15","-41737.29"
"9906","-63551.92"
"42/48","42025.94"
"47/48","42025"
"29/58","288.65"
"17/49","42025.94"
"430/8","0.94"
"1311","1983.15"
